seed,method,completed_task_num,total_path_length,total_inspection_time,high_priority_avg_response_time,priority_weighted_completion_time,high_priority_top5_rate,algorithm_runtime_ms,priority_response_efficiency,task_sequence
8,DRF-RH-NoPriorityCompletion,20,272.0,553.3333333333333,78.33333333333334,211.14370618404294,40.0,86.64951898390427,0.14705882352941177,P19->P11->P4->P8->P18->P17->P10->P12->P7->P9->P16->P20->P13->P3->P6->P15->P5->P2->P14->P1
8,DRF-RH-NoDeadlinePenalty,20,266.0,543.3333333333334,39.16666666666667,195.11026235602398,40.0,84.98018799582496,0.15037593984962405,P6->P4->P19->P11->P16->P20->P12->P10->P7->P17->P18->P8->P3->P13->P9->P14->P1->P2->P5->P15
8,DRF-RH-NoTopKBonus,20,248.0,513.3333333333334,196.66666666666669,225.32507673591493,20.0,87.23717101383954,0.08064516129032258,P6->P8->P18->P19->P11->P16->P20->P12->P10->P7->P17->P4->P15->P5->P3->P13->P2->P9->P14->P1
8,DRF-RH-NoHybridPool,20,266.0,543.3333333333334,39.16666666666667,195.11026235602398,40.0,80.97152598202229,0.15037593984962405,P6->P4->P19->P11->P16->P20->P12->P10->P7->P17->P18->P8->P3->P13->P9->P14->P1->P2->P5->P15
8,DRF-RH-NoDynamicRiskField,20,266.0,543.3333333333334,39.16666666666667,195.11026235602398,40.0,84.86662805080414,0.15037593984962405,P6->P4->P19->P11->P16->P20->P12->P10->P7->P17->P18->P8->P3->P13->P9->P14->P1->P2->P5->P15
9,DRF-RH-Full,20,206.0,443.3333333333333,154.16666666666666,173.1979614085903,40.0,81.05529303429648,0.1941747572815534,P4->P15->P1->P12->P2->P13->P14->P19->P7->P17->P20->P6->P5->P9->P10->P11->P3->P18->P16->P8
9,DRF-RH-Horizon1,20,174.0,389.99999999999994,163.88888888888889,186.19886448326932,40.0,31.502614030614495,0.22988505747126436,P4->P15->P9->P10->P6->P5->P8->P20->P17->P16->P3->P18->P7->P12->P1->P14->P19->P11->P2->P13
9,DRF-RH-BaseScoreOnly,20,415.0,791.6666666666664,319.7222222222222,379.26475714478784,60.0,82.4199549970217,0.14457831325301204,P17->P15->P1->P7->P6->P9->P13->P4->P5->P14->P12->P20->P2->P19->P10->P18->P16->P3->P8->P11
9,DRF-RH-NoPathTimePenalty,20,271.0,551.6666666666666,128.61111111111111,200.4994784675716,60.0,81.98595599969849,0.22140221402214022,P4->P15->P9->P6->P20->P17->P7->P14->P1->P12->P2->P13->P5->P10->P19->P3->P18->P8->P11->P16
9,DRF-RH-NoPriorityCompletion,20,229.0,481.66666666666663,150.27777777777777,204.23602506472685,60.0,83.23154400568455,0.26200873362445415,P4->P15->P1->P17->P20->P6->P13->P2->P12->P7->P19->P14->P10->P9->P5->P8->P16->P18->P3->P11
9,DRF-RH-NoDeadlinePenalty,20,206.0,443.3333333333333,154.16666666666666,173.1979614085903,40.0,81.39467297587544,0.1941747572815534,P4->P15->P1->P12->P2->P13->P14->P19->P7->P17->P20->P6->P5->P9->P10->P11->P3->P18->P16->P8
9,DRF-RH-NoTopKBonus,20,206.0,443.3333333333333,142.22222222222226,167.4395682489663,40.0,81.23708300990984,0.1941747572815534,P4->P15->P13->P12->P1->P14->P19->P7->P18->P17->P20->P6->P5->P9->P10->P2->P11->P3->P16->P8
9,DRF-RH-NoHybridPool,20,206.0,443.3333333333333,154.16666666666666,173.1979614085903,40.0,73.96500103641301,0.1941747572815534,P4->P15->P1->P12->P2->P13->P14->P19->P7->P17->P20->P6->P5->P9->P10->P11->P3->P18->P16->P8
9,DRF-RH-NoDynamicRiskField,20,206.0,443.3333333333333,154.16666666666666,173.1979614085903,40.0,79.99350700993091,0.1941747572815534,P4->P15->P1->P12->P2->P13->P14->P19->P7->P17->P20->P6->P5->P9->P10->P11->P3->P18->P16->P8
10,DRF-RH-Full,19,202.0,431.66666666666663,105.0,169.25875829769225,80.0,100.87703901808709,0.39603960396039606,P8->P7->P11->P16->P19->P20->P1->P2->P4->P14->P3->P13->P5->P10->P9->P17->P15->P18->P12
10,DRF-RH-Horizon1,19,175.0,386.6666666666667,116.0,161.03081577209548,40.0,53.04089700803161,0.22857142857142856,P10->P9->P17->P7->P8->P11->P2->P19->P20->P1->P16->P14->P4->P3->P18->P12->P13->P5->P15
10,DRF-RH-BaseScoreOnly,19,371.0,713.3333333333333,137.33333333333334,250.757433028289,60.0,96.79329697974026,0.16172506738544473,P7->P11->P8->P20->P16->P2->P13->P19->P5->P4->P14->P10->P17->P9->P1->P3->P12->P18->P15
10,DRF-RH-NoPathTimePenalty,19,244.0,501.66666666666674,100.33333333333333,176.32123464407888,80.0,98.52369100553915,0.32786885245901637,P8->P7->P11->P16->P19->P2->P4->P20->P13->P5->P17->P10->P9->P3->P18->P14->P1->P15->P12
10,DRF-RH-NoPriorityCompletion,19,207.0,440.0,104.0,171.54037373121514,80.0,103.81999099627137,0.3864734299516908,P8->P7->P11->P16->P19->P20->P2->P4->P14->P13->P5->P10->P9->P17->P18->P3->P12->P1->P15
10,DRF-RH-NoDeadlinePenalty,19,202.0,431.66666666666663,105.0,169.25875829769225,80.0,103.46774599747732,0.39603960396039606,P8->P7->P11->P16->P19->P20->P1->P2->P4->P14->P3->P13->P5->P10->P9->P17->P15->P18->P12
10,DRF-RH-NoTopKBonus,19,198.0,425.0,109.33333333333333,155.9176926420164,60.0,101.60972498124465,0.30303030303030304,P13->P8->P11->P7->P16->P19->P20->P1->P2->P4->P14->P3->P5->P10->P9->P17->P15->P18->P12
10,DRF-RH-NoHybridPool,19,202.0,431.66666666666663,105.0,169.25875829769225,80.0,96.74389299470931,0.39603960396039606,P8->P7->P11->P16->P19->P20->P1->P2->P4->P14->P3->P13->P5->P10->P9->P17->P15->P18->P12
10,DRF-RH-NoDynamicRiskField,19,202.0,431.66666666666663,105.0,169.25875829769225,80.0,100.26823997031897,0.39603960396039606,P8->P7->P11->P16->P19->P20->P1->P2->P4->P14->P3->P13->P5->P10->P9->P17->P15->P18->P12
11,DRF-RH-Full,20,217.0,461.6666666666667,68.66666666666666,175.6090999609304,80.0,80.55345498723909,0.3686635944700461,P3->P20->P13->P2->P10->P7->P4->P9->P6->P19->P8->P18->P11->P17->P12->P5->P14->P1->P15->P16
11,DRF-RH-Horizon1,20,183.0,405.00000000000006,90.0,188.29137756966318,80.0,31.72989300219342,0.4371584699453552,P3->P13->P2->P20->P17->P12->P5->P18->P8->P10->P4->P7->P6->P9->P16->P19->P11->P15->P1->P14
11,DRF-RH-BaseScoreOnly,20,398.0,763.3333333333333,168.0,325.6704471862737,80.0,80.21507097873837,0.20100502512562815,P3->P13->P6->P20->P2->P9->P10->P17->P4->P7->P19->P18->P8->P14->P15->P1->P16->P12->P11->P5
11,DRF-RH-NoPathTimePenalty,20,254.0,523.3333333333333,68.66666666666666,173.81972950655364,80.0,78.97234498523176,0.31496062992125984,P3->P20->P13->P2->P10->P7->P4->P9->P6->P19->P18->P8->P17->P12->P11->P15->P1->P14->P16->P5
11,DRF-RH-NoPriorityCompletion,20,232.0,486.66666666666663,67.66666666666666,176.75772765555828,80.0,80.08677000179887,0.3448275862068966,P3->P20->P13->P2->P10->P4->P7->P9->P6->P19->P8->P18->P17->P11->P16->P15->P1->P14->P5->P12
11,DRF-RH-NoDeadlinePenalty,20,217.0,461.6666666666667,68.66666666666666,175.6090999609304,80.0,80.76194603927433,0.3686635944700461,P3->P20->P13->P2->P10->P7->P4->P9->P6->P19->P8->P18->P11->P17->P12->P5->P14->P1->P15->P16
11,DRF-RH-NoTopKBonus,20,217.0,461.6666666666667,68.66666666666666,175.6090999609304,80.0,79.40670300740749,0.3686635944700461,P3->P20->P13->P2->P10->P7->P4->P9->P6->P19->P8->P18->P11->P17->P12->P5->P14->P1->P15->P16
