seed,method,completed_task_num,total_path_length,total_planned_path_length,vehicle_trajectory_length,vehicle_execution_time,total_inspection_time,high_priority_avg_response_time,priority_weighted_completion_time,heading_change_sum,goal_success_rate,trajectory_to_plan_ratio,lambda_mean,lambda_min,lambda_max,lambda_std,failed_task_num,unreachable_task_num,follower_failed_num,adapter_failed_num,task_sequence
13,AStarOnly,20,191.0,191.0,171.4659210346652,332.0,432.0,191.26666666666668,186.11457092478096,108.31591559206747,100.0,0.8977273352600272,0.0,0.0,0.0,0.0,0,0,0,0,P8->P13->P10->P16->P11->P9->P18->P1->P6->P14->P3->P19->P4->P17->P12->P2->P5->P15->P7->P20
13,TSP-2opt,20,191.0,191.0,171.4659210346652,332.0,432.0,191.26666666666668,186.11457092478096,108.31591559206747,100.0,0.8977273352600272,0.0,0.0,0.0,0.0,0,0,0,0,P8->P13->P10->P16->P11->P9->P18->P1->P6->P14->P3->P19->P4->P17->P12->P2->P5->P15->P7->P20
13,Greedy-PADS,20,196.0,196.0,176.74667566115173,340.2,440.2,150.8,182.58144292894391,106.13691303276028,100.0,0.901768753373223,0.0,0.0,0.0,0.0,0,0,0,0,P13->P8->P10->P11->P9->P18->P7->P6->P14->P3->P4->P19->P17->P12->P2->P5->P16->P20->P15->P1
13,Priority-Greedy,20,306.0,306.0,268.3217797640648,513.5,613.5000000000001,203.9166666666667,289.6379529907377,157.00579336240452,100.0,0.8768685613204732,0.0,0.0,0.0,0.0,0,0,0,0,P4->P3->P7->P9->P11->P12->P2->P5->P10->P8->P13->P20->P18->P14->P6->P15->P16->P1->P19->P17
14,A-RH-PADS-L,20,247.0,247.0,226.9948431559116,445.30000000000007,545.3,144.6285714285714,211.4935518088058,156.9065705483163,100.0,0.9190074621696827,0.5663795658168423,0.48698026683201306,0.6300864741907239,0.04422261193258304,0,0,0,0,P11->P14->P12->P19->P17->P15->P4->P6->P13->P16->P10->P9->P18->P7->P3->P2->P20->P5->P1->P8
14,RH-PADS-L,20,269.0,269.0,246.56187816485794,485.7,585.7000000000002,107.70000000000002,196.86382614761342,178.49287319513817,100.0,0.9165869076760519,0.0,0.0,0.0,0.0,0,0,0,0,P11->P20->P15->P4->P14->P12->P19->P17->P10->P16->P13->P6->P9->P7->P3->P2->P5->P8->P18->P1
14,AStarOnly,20,205.0,205.0,184.56911381975937,361.2,461.20000000000005,227.01428571428576,206.0849294299997,126.48740708224724,100.0,0.900337140584192,0.0,0.0,0.0,0.0,0,0,0,0,P2->P11->P3->P7->P18->P9->P10->P14->P12->P19->P6->P13->P1->P17->P15->P4->P5->P20->P8->P16
14,TSP-2opt,20,197.0,197.0,180.1465422986294,358.40000000000003,458.4000000000001,217.20000000000005,209.7739887340616,133.36204586131691,100.0,0.9144494532925351,0.0,0.0,0.0,0.0,0,0,0,0,P2->P11->P3->P7->P18->P9->P10->P14->P12->P19->P17->P6->P13->P1->P16->P15->P4->P5->P20->P8
14,Greedy-PADS,20,241.0,241.0,220.3021473420618,433.6000000000001,533.6,110.77142857142856,192.54592570701917,156.9037330249778,100.0,0.9141167939504639,0.0,0.0,0.0,0.0,0,0,0,0,P11->P20->P15->P4->P14->P19->P12->P17->P6->P13->P16->P10->P9->P18->P7->P3->P2->P5->P1->P8
14,Priority-Greedy,20,317.0,317.0,293.07906679061307,569.7999999999998,669.7999999999998,142.04285714285714,265.9174042414261,190.01041534052638,100.0,0.9245396428725964,0.0,0.0,0.0,0.0,0,0,0,0,P15->P19->P14->P12->P17->P16->P10->P11->P20->P4->P5->P9->P7->P3->P2->P18->P8->P13->P6->P1
15,A-RH-PADS-L,20,253.0,253.0,232.07146039242096,457.4,557.4,147.78,220.786618470377,170.04882713931534,100.0,0.9172784995747864,0.5651516505225844,0.49612124398997426,0.6428129560935207,0.03978423934133079,0,0,0,0,P6->P20->P4->P13->P19->P17->P8->P3->P15->P5->P10->P2->P11->P7->P16->P12->P14->P1->P9->P18
15,RH-PADS-L,20,246.0,246.0,223.92257967877146,449.30000000000007,549.3,134.96,179.62454998386127,177.74583164132991,100.0,0.9102543889380953,0.0,0.0,0.0,0.0,0,0,0,0,P16->P7->P20->P4->P13->P19->P17->P8->P6->P10->P18->P12->P11->P14->P1->P15->P5->P3->P9->P2
15,AStarOnly,20,177.0,177.0,157.3887681354517,322.3,422.30000000000007,194.58,173.98647784736974,146.92506697089496,100.0,0.8892020798613091,0.0,0.0,0.0,0.0,0,0,0,0,P16->P7->P11->P2->P6->P20->P4->P12->P19->P17->P8->P3->P15->P5->P9->P13->P10->P18->P14->P1
15,TSP-2opt,20,183.0,183.0,165.30258730315686,332.0,431.99999999999994,196.82,171.67098073380845,136.65365501517743,100.0,0.9032928267932069,0.0,0.0,0.0,0.0,0,0,0,0,P16->P7->P11->P2->P6->P20->P4->P12->P19->P17->P8->P3->P15->P5->P13->P10->P18->P9->P1->P14
15,Greedy-PADS,20,206.0,206.0,184.74687117001375,378.1,478.1,162.46,179.3377207378167,165.52610966396855,100.0,0.8968294716990959,0.0,0.0,0.0,0.0,0,0,0,0,P16->P20->P4->P6->P7->P11->P19->P17->P8->P3->P13->P10->P18->P12->P2->P14->P1->P15->P5->P9
15,Priority-Greedy,20,322.0,322.0,294.5091100333431,583.9,683.9,106.88000000000002,245.67346521556902,211.10779377797618,100.0,0.9146245653209414,0.0,0.0,0.0,0.0,0,0,0,0,P20->P4->P13->P6->P19->P14->P16->P7->P10->P8->P17->P3->P15->P1->P11->P18->P12->P2->P5->P9
16,A-RH-PADS-L,20,216.0,216.0,198.7901728399295,386.00000000000006,486.00000000000006,213.0,233.0482181042631,129.61412622189,100.0,0.920324874258933,0.5400209385283516,0.486565957713849,0.583432081103129,0.0349497261437302,0,0,0,0,P16->P15->P18->P12->P19->P14->P3->P20->P9->P4->P11->P1->P2->P7->P8->P17->P6->P13->P10->P5
16,RH-PADS-L,20,223.0,223.0,203.76721545713067,409.3,509.30000000000007,81.8,216.66985480180574,160.28591690438654,100.0,0.9137543294041734,0.0,0.0,0.0,0.0,0,0,0,0,P13->P4->P11->P19->P12->P5->P20->P9->P3->P14->P18->P7->P16->P15->P17->P8->P1->P2->P10->P6
16,AStarOnly,20,162.0,162.0,147.49824144863553,292.8,392.8,117.3,197.80240830478243,110.32638096884709,100.0,0.9104829719051576,0.0,0.0,0.0,0.0,0,0,0,0,P6->P13->P10->P11->P4->P19->P2->P1->P12->P5->P14->P3->P20->P9->P7->P18->P16->P15->P17->P8
16,TSP-2opt,20,179.0,179.0,159.7057278161963,319.8999999999999,419.8999999999999,117.3,207.11598875742655,123.28451314780084,100.0,0.8922107699228843,0.0,0.0,0.0,0.0,0,0,0,0,P6->P13->P10->P11->P4->P19->P14->P12->P5->P2->P1->P18->P7->P16->P15->P17->P8->P9->P20->P3
16,Greedy-PADS,20,208.0,208.0,185.85761334551867,371.70000000000005,471.70000000000005,172.49999999999997,216.88894662902632,142.44740148772837,100.0,0.8935462180073013,0.0,0.0,0.0,0.0,0,0,0,0,P6->P16->P15->P18->P7->P12->P19->P4->P11->P14->P20->P9->P3->P5->P1->P2->P10->P13->P17->P8
16,Priority-Greedy,20,279.0,279.0,253.28590637891384,494.3,594.3000000000001,73.5,260.17970176157155,166.9977858994176,100.0,0.90783478988858,0.0,0.0,0.0,0.0,0,0,0,0,P4->P19->P11->P20->P9->P12->P18->P15->P16->P17->P7->P8->P1->P3->P5->P14->P10->P13->P6->P2
17,A-RH-PADS-L,20,197.0,197.0,180.35006399073478,360.00000000000006,460.0,162.7,193.2792872978692,134.54584022747284,100.0,0.9154825583286029,0.5581482918919396,0.49448224722538886,0.6058284072330558,0.03283124711454528,0,0,0,0,P10->P12->P2->P16->P20->P18->P17->P1->P19->P14->P3->P6->P4->P8->P11->P5->P7->P13->P15->P9
17,RH-PADS-L,20,215.0,215.0,194.9158939002152,388.7,488.69999999999993,204.0,193.25233206536547,148.64203233068508,100.0,0.9065855530242567,0.0,0.0,0.0,0.0,0,0,0,0,P5->P11->P8->P4->P10->P2->P12->P18->P17->P1->P14->P3->P6->P13->P7->P20->P16->P9->P19->P15
17,AStarOnly,20,167.0,167.0,151.49254347691033,301.1,401.1,253.2,206.8961011443594,117.08108544710733,100.0,0.9071409789036546,0.0,0.0,0.0,0.0,0,0,0,0,P9->P10->P5->P8->P4->P6->P3->P14->P19->P1->P15->P17->P13->P7->P18->P12->P2->P16->P20->P11
17,TSP-2opt,20,147.0,147.0,134.43444589229534,267.6,367.6000000000001,291.40000000000003,208.63318084420666,100.47704334517077,100.0,0.9145200400836417,0.0,0.0,0.0,0.0,0,0,0,0,P9->P10->P5->P8->P4->P11->P6->P3->P14->P19->P1->P15->P17->P13->P7->P18->P12->P2->P16->P20
17,Greedy-PADS,20,173.0,173.0,155.26962445210143,312.69999999999993,412.70000000000005,412.70000000000005,206.5350034723267,130.63422456491642,100.0,0.8975122800699504,0.0,0.0,0.0,0.0,0,0,0,0,P5->P11->P8->P4->P10->P9->P20->P2->P12->P16->P14->P1->P17->P19->P3->P6->P13->P7->P15->P18
17,Priority-Greedy,20,273.0,273.0,251.10973777488243,493.90000000000003,593.9,167.10000000000002,240.70476822739602,175.20055731246103,100.0,0.9198158892852837,0.0,0.0,0.0,0.0,0,0,0,0,P5->P11->P12->P2->P18->P17->P10->P20->P16->P1->P4->P8->P3->P14->P6->P13->P7->P9->P19->P15
18,A-RH-PADS-L,20,231.0,231.0,205.50266626488263,417.5,517.5,181.925,214.18089568821208,178.12744639581192,100.0,0.8896219318826089,0.5530157327881401,0.4650441471957014,0.607775672905694,0.03956132568044948,0,0,0,0,P18->P7->P2->P16->P5->P19->P15->P3->P1->P14->P8->P6->P12->P20->P9->P13->P4->P17->P10->P11
18,RH-PADS-L,20,257.0,257.0,233.18647535216388,470.6,570.6,185.975,202.70427989884325,193.48393218773364,100.0,0.9073403710200929,0.0,0.0,0.0,0.0,0,0,0,0,P18->P12->P6->P14->P7->P16->P5->P19->P3->P1->P10->P2->P4->P17->P13->P15->P11->P8->P20->P9
18,AStarOnly,20,184.0,184.0,162.8558220883317,338.0,438.00000000000006,266.02500000000003,197.39127862694428,151.89788116607087,100.0,0.8850859896104984,0.0,0.0,0.0,0.0,0,0,0,0,P18->P9->P12->P6->P8->P14->P11->P10->P16->P5->P19->P15->P3->P1->P13->P17->P4->P20->P7->P2
18,TSP-2opt,20,184.0,184.0,162.8558220883317,338.0,438.00000000000006,266.02500000000003,197.39127862694428,151.89788116607087,100.0,0.8850859896104984,0.0,0.0,0.0,0.0,0,0,0,0,P18->P9->P12->P6->P8->P14->P11->P10->P16->P5->P19->P15->P3->P1->P13->P17->P4->P20->P7->P2
18,Greedy-PADS,20,242.0,242.0,215.41024700845352,435.8,535.8000000000001,232.22500000000005,213.6480910754419,187.38707730468647,100.0,0.8901249876382377,0.0,0.0,0.0,0.0,0,0,0,0,P18->P12->P6->P14->P7->P16->P5->P19->P15->P3->P1->P10->P11->P20->P8->P9->P2->P13->P17->P4
18,Priority-Greedy,20,345.0,345.0,286.4417037355929,563.8000000000001,663.8000000000001,118.75,277.59540068692974,210.3703007818084,100.0,0.8302658079292549,0.0,0.0,0.0,0.0,0,0,0,0,P7->P16->P5->P19->P4->P18->P14->P3->P1->P6->P12->P20->P2->P10->P15->P17->P13->P8->P11->P9
19,A-RH-PADS-L,20,215.0,215.0,195.36397560193637,390.9000000000001,490.9,111.75999999999999,204.14079113518545,158.52783990075292,100.0,0.9086696539624948,0.5723396485861236,0.5049579851402104,0.6332107473720731,0.036205139017471986,0,0,0,0,P4->P18->P16->P11->P20->P12->P10->P3->P14->P17->P15->P2->P5->P13->P8->P9->P19->P7->P6->P1
19,RH-PADS-L,20,221.0,221.0,202.1861931336572,402.2,502.2,72.72,194.30831432223567,153.27831299058843,100.0,0.9148696521884941,0.0,0.0,0.0,0.0,0,0,0,0,P4->P18->P16->P11->P20->P8->P12->P10->P3->P2->P15->P17->P14->P5->P6->P7->P19->P9->P13->P1
19,AStarOnly,20,158.0,158.0,142.05236735076454,297.8,397.8,195.21999999999997,190.6032386733762,141.59153092158328,100.0,0.8990656161440794,0.0,0.0,0.0,0.0,0,0,0,0,P15->P17->P14->P2->P3->P5->P4->P1->P18->P16->P11->P13->P10->P20->P12->P8->P9->P19->P6->P7
19,TSP-2opt,20,164.0,164.0,149.055484682601,304.80000000000007,404.8,209.33999999999997,197.45724955385023,131.4096938482392,100.0,0.9088749066012256,0.0,0.0,0.0,0.0,0,0,0,0,P15->P17->P14->P2->P3->P5->P16->P11->P13->P18->P4->P1->P10->P20->P12->P8->P9->P19->P6->P7
19,Greedy-PADS,20,194.0,194.0,176.35457557014425,357.30000000000007,457.3,73.76,191.81468909196403,153.661735211325,100.0,0.9090442039698157,0.0,0.0,0.0,0.0,0,0,0,0,P4->P18->P16->P11->P20->P12->P8->P9->P19->P13->P2->P3->P17->P15->P14->P5->P10->P1->P6->P7
19,Priority-Greedy,20,286.0,286.0,260.97353297777494,520.4999999999999,620.4999999999999,93.75999999999999,243.35147990445003,201.25756335018352,100.0,0.9124948705516606,0.0,0.0,0.0,0.0,0,0,0,0,P4->P16->P20->P8->P11->P18->P3->P2->P15->P6->P7->P5->P10->P12->P13->P14->P17->P1->P19->P9
20,A-RH-PADS-L,20,180.0,180.0,156.65945981620655,306.99999999999994,407.00000000000006,103.7,169.38516831307962,103.86694534513668,100.0,0.8703303323122586,0.555438941744339,0.5010312080413959,0.6205693429449863,0.04138740915766231,0,0,0,0,P17->P19->P15->P9->P7->P1->P20->P2->P11->P3->P13->P12->P18->P4->P16->P10->P6->P14->P8->P5
20,RH-PADS-L,20,210.0,210.0,192.62301044147563,389.29999999999995,489.29999999999995,121.66,176.5014330232367,155.0892826839276,100.0,0.9172524306736934,0.0,0.0,0.0,0.0,0,0,0,0,P17->P19->P15->P7->P9->P18->P13->P11->P5->P20->P2->P1->P6->P14->P4->P12->P8->P3->P16->P10
20,AStarOnly,20,168.0,168.0,154.54648733084505,307.20000000000005,407.2000000000001,184.50000000000006,194.52316412799303,112.43969350976897,100.0,0.9199195674455063,0.0,0.0,0.0,0.0,0,0,0,0,P17->P19->P15->P4->P16->P10->P7->P9->P6->P1->P14->P13->P8->P12->P18->P3->P11->P5->P2->P20
20,TSP-2opt,20,149.0,149.0,135.39384613678047,272.0,372.0,133.66000000000003,180.76932775808334,109.3870017720464,100.0,0.908683531119332,0.0,0.0,0.0,0.0,0,0,0,0,P17->P19->P15->P4->P16->P10->P7->P9->P14->P6->P1->P20->P2->P11->P3->P5->P13->P8->P12->P18
20,Greedy-PADS,20,172.0,172.0,158.02530896620365,315.09999999999997,415.1,135.74,176.3265522166365,117.16850451556,100.0,0.9187517963151375,0.0,0.0,0.0,0.0,0,0,0,0,P17->P19->P15->P9->P7->P18->P4->P16->P10->P14->P1->P20->P2->P11->P3->P5->P13->P8->P12->P6
20,Priority-Greedy,20,273.0,273.0,248.70867151042887,492.3,592.3000000000001,115.86000000000001,207.60888808082467,179.40586299954418,100.0,0.9110207747634758,0.0,0.0,0.0,0.0,0,0,0,0,P17->P15->P19->P20->P1->P7->P9->P11->P5->P13->P18->P4->P2->P14->P6->P10->P12->P8->P3->P16
21,A-RH-PADS-L,20,200.0,200.0,184.62392461074165,357.6,457.6,188.53333333333333,192.41353651471763,116.95747151414353,100.0,0.9231196230537083,0.5792516501479235,0.4524203942800961,0.6455264656462671,0.04424102788713504,0,0,0,0,P12->P8->P10->P15->P2->P1->P7->P5->P3->P17->P13->P14->P9->P19->P11->P18->P16->P4->P20->P6
21,RH-PADS-L,20,216.0,216.0,197.57417905597563,389.20000000000005,489.20000000000005,145.23333333333332,174.3789650434258,139.0133540628333,100.0,0.9146952734072946,0.0,0.0,0.0,0.0,0,0,0,0,P12->P8->P10->P15->P7->P20->P4->P5->P13->P3->P14->P11->P19->P2->P1->P9->P18->P16->P17->P6
21,AStarOnly,20,144.0,144.0,124.55618935000773,254.70000000000002,354.7,191.69999999999996,182.28413580211463,108.21500686551046,100.0,0.8649735371528314,0.0,0.0,0.0,0.0,0,0,0,0,P16->P12->P18->P10->P8->P15->P2->P1->P9->P19->P11->P7->P20->P4->P6->P17->P3->P5->P13->P14
21,TSP-2opt,20,142.0,142.0,123.11671645247348,246.40000000000003,346.4,188.31666666666663,180.16138919334605,98.152850806184,100.0,0.8670191299469964,0.0,0.0,0.0,0.0,0,0,0,0,P16->P12->P18->P10->P8->P15->P2->P1->P9->P19->P11->P7->P20->P4->P6->P17->P13->P3->P5->P14
21,Greedy-PADS,20,210.0,210.0,191.43475853562379,379.6,479.6,155.75000000000003,176.15828956712969,138.0654831723056,100.0,0.9115940882648752,0.0,0.0,0.0,0.0,0,0,0,0,P12->P8->P10->P15->P2->P7->P20->P4->P5->P13->P3->P17->P14->P1->P9->P11->P19->P18->P16->P6
21,Priority-Greedy,20,294.0,294.0,266.82629232931134,520.2,620.1999999999999,140.3,237.9817837596441,181.97115292319637,100.0,0.9075724228888141,0.0,0.0,0.0,0.0,0,0,0,0,P8->P12->P11->P5->P13->P7->P20->P15->P10->P2->P18->P16->P14->P3->P4->P19->P9->P1->P17->P6
22,A-RH-PADS-L,20,221.0,221.0,194.60072560372652,389.0,489.00000000000006,227.70000000000002,198.08775071382058,146.92617709109962,100.0,0.88054626970012,0.5822792697134018,0.5168272916593428,0.6133773437205396,0.024677687258328206,0,0,0,0,P14->P12->P6->P2->P7->P3->P16->P13->P15->P1->P5->P10->P17->P19->P4->P18->P20->P11->P9->P8
22,RH-PADS-L,20,232.0,232.0,208.5740339696776,411.8,511.8,150.55,187.3315204796806,155.62120833461185,100.0,0.8990260084899897,0.0,0.0,0.0,0.0,0,0,0,0,P14->P6->P2->P9->P7->P13->P16->P15->P10->P5->P1->P17->P19->P18->P11->P12->P20->P4->P8->P3
22,AStarOnly,20,202.0,202.0,179.51907793003704,351.50000000000006,451.49999999999994,266.37499999999994,221.41678424268048,122.47926932226757,100.0,0.8887083065843417,0.0,0.0,0.0,0.0,0,0,0,0,P14->P20->P12->P6->P2->P7->P3->P8->P16->P13->P4->P18->P11->P15->P19->P1->P5->P10->P17->P9
22,TSP-2opt,20,172.0,172.0,155.85097860649955,310.20000000000005,410.20000000000005,279.15,233.2717108710242,121.86887127583904,100.0,0.9061103407354625,0.0,0.0,0.0,0.0,0,0,0,0,P14->P20->P12->P11->P18->P4->P13->P16->P19->P15->P1->P5->P10->P17->P8->P3->P7->P6->P2->P9
22,Greedy-PADS,20,227.0,227.0,191.6316840633213,388.20000000000005,488.20000000000005,171.375,192.6019881590416,161.44810071831935,100.0,0.8441924408075828,0.0,0.0,0.0,0.0,0,0,0,0,P14->P6->P2->P7->P9->P3->P18->P13->P16->P15->P19->P1->P10->P5->P17->P4->P8->P11->P12->P20
22,Priority-Greedy,20,311.0,311.0,277.1253407727106,545.0000000000002,645.0000000000002,155.3,264.37857719392076,200.90542608286992,100.0,0.8910782661501949,0.0,0.0,0.0,0.0,0,0,0,0,P2->P6->P13->P10->P15->P14->P9->P7->P16->P18->P3->P8->P17->P5->P1->P19->P4->P11->P12->P20
23,A-RH-PADS-L,20,248.0,248.0,229.0633999849316,446.1,546.1,179.95555555555555,196.03743231019973,149.93865624818343,100.0,0.9236427418747242,0.6036106465042497,0.52936862456997,0.6611209559929939,0.03844926755578752,0,0,0,0,P15->P12->P13->P14->P1->P19->P11->P10->P5->P9->P4->P20->P18->P6->P2->P3->P17->P8->P16->P7
23,RH-PADS-L,20,252.0,252.0,228.36313591405622,443.20000000000005,543.2,147.9666666666667,192.9696044385268,145.16307938394968,100.0,0.9062029202938738,0.0,0.0,0.0,0.0,0,0,0,0,P15->P19->P1->P13->P12->P5->P10->P4->P20->P18->P6->P11->P14->P8->P17->P9->P16->P3->P2->P7
23,AStarOnly,20,149.0,149.0,131.8154694482917,272.29999999999995,372.29999999999995,210.73333333333332,215.33970441509476,126.56159538875575,100.0,0.8846675801898772,0.0,0.0,0.0,0.0,0,0,0,0,P7->P15->P2->P3->P17->P19->P11->P6->P18->P12->P13->P9->P5->P10->P4->P20->P16->P14->P1->P8
23,TSP-2opt,20,155.0,155.0,137.19487882411872,282.5,382.49999999999994,223.64444444444442,217.88227533068735,129.90624522355893,100.0,0.8851282504781852,0.0,0.0,0.0,0.0,0,0,0,0,P7->P15->P2->P3->P17->P19->P11->P6->P18->P12->P13->P9->P5->P10->P14->P1->P8->P4->P20->P16
23,Greedy-PADS,20,216.0,216.0,197.37793132790793,393.49999999999994,493.49999999999994,173.2111111111111,211.78397735632612,151.6996604422264,100.0,0.9137867191106849,0.0,0.0,0.0,0.0,0,0,0,0,P15->P2->P19->P1->P13->P12->P5->P4->P20->P16->P10->P9->P8->P17->P11->P6->P18->P14->P3->P7
23,Priority-Greedy,20,311.0,311.0,288.90399594441647,562.2,662.2,173.15555555555557,251.51551883931225,185.20250360404822,100.0,0.9289517554482845,0.0,0.0,0.0,0.0,0,0,0,0,P15->P13->P12->P4->P19->P8->P1->P5->P20->P18->P6->P11->P14->P10->P9->P17->P2->P7->P3->P16
24,A-RH-PADS-L,20,203.0,203.0,182.49797765893808,361.2,461.2,163.27272727272725,165.294563355065,129.38475636806143,100.0,0.8990048160538822,0.5986407109962288,0.49281738803202085,0.6591525720637772,0.05265459594495303,0,0,0,0,P12->P6->P14->P10->P9->P17->P11->P2->P8->P19->P7->P4->P3->P15->P16->P13->P1->P18->P5->P20
24,RH-PADS-L,20,244.0,244.0,219.1210104406301,438.20000000000005,538.1999999999999,166.06363636363633,180.48200544363345,173.1900544559453,100.0,0.8980369280353693,0.0,0.0,0.0,0.0,0,0,0,0,P6->P14->P12->P15->P2->P10->P9->P11->P17->P19->P8->P4->P7->P18->P5->P1->P16->P13->P20->P3
24,AStarOnly,20,171.0,171.0,155.56574204955768,317.0,417.00000000000006,176.05454545454546,168.54479982412425,132.36844722647223,100.0,0.9097411815763607,0.0,0.0,0.0,0.0,0,0,0,0,P6->P12->P14->P16->P10->P9->P3->P11->P17->P2->P8->P4->P7->P19->P5->P18->P13->P1->P15->P20
24,TSP-2opt,20,145.0,145.0,128.29614005618137,262.0,362.0,166.73636363636362,154.09411344169408,102.24027438919907,100.0,0.8848009659046991,0.0,0.0,0.0,0.0,0,0,0,0,P12->P6->P14->P16->P10->P9->P3->P11->P17->P15->P20->P2->P8->P19->P7->P4->P13->P1->P18->P5
24,Greedy-PADS,20,200.0,200.0,180.99325721666756,363.80000000000007,463.80000000000007,185.96363636363637,178.31905606939046,141.27793008983937,100.0,0.9049662860833378,0.0,0.0,0.0,0.0,0,0,0,0,P6->P12->P14->P16->P2->P19->P7->P4->P10->P11->P17->P9->P15->P20->P8->P18->P5->P13->P1->P3
24,Priority-Greedy,20,306.0,306.0,281.37224998057616,548.2,648.1999999999999,247.55454545454543,271.797983730723,191.09324458422626,100.0,0.9195171567992685,0.0,0.0,0.0,0.0,0,0,0,0,P19->P2->P8->P11->P6->P14->P12->P15->P17->P9->P10->P18->P1->P4->P16->P13->P5->P7->P20->P3
25,A-RH-PADS-L,20,228.0,228.0,206.18811340559841,417.20000000000005,517.2,198.60000000000002,208.7723179818665,173.55013742366197,100.0,0.9043338307263088,0.6165880573440699,0.5594367118086263,0.6608332890055468,0.03605161316319134,0,0,0,0,P2->P15->P11->P19->P9->P4->P1->P16->P3->P18->P12->P5->P14->P6->P10->P13->P8->P7->P20->P17
25,RH-PADS-L,20,246.0,246.0,223.00499442322058,449.30000000000007,549.3000000000001,154.10000000000002,186.58175791676234,181.49050133898615,100.0,0.9065243675740674,0.0,0.0,0.0,0.0,0,0,0,0,P18->P2->P16->P4->P1->P15->P11->P19->P12->P5->P9->P14->P6->P17->P20->P7->P8->P10->P13->P3
25,AStarOnly,20,182.0,182.0,164.64607221213245,339.59999999999997,439.5999999999999,186.27499999999998,192.63506705206552,147.35805698466802,100.0,0.9046487484183102,0.0,0.0,0.0,0.0,0,0,0,0,P18->P2->P14->P4->P6->P9->P5->P11->P15->P19->P10->P13->P12->P7->P8->P20->P17->P1->P16->P3
25,TSP-2opt,20,182.0,182.0,164.64607221213245,339.59999999999997,439.5999999999999,186.27499999999998,192.63506705206552,147.35805698466802,100.0,0.9046487484183102,0.0,0.0,0.0,0.0,0,0,0,0,P18->P2->P14->P4->P6->P9->P5->P11->P15->P19->P10->P13->P12->P7->P8->P20->P17->P1->P16->P3
25,Greedy-PADS,20,241.0,241.0,218.92512366857846,438.29999999999995,538.3,217.375,212.37537241994127,174.52207260158912,100.0,0.9084030027741845,0.0,0.0,0.0,0.0,0,0,0,0,P2->P15->P11->P19->P12->P7->P8->P10->P18->P16->P4->P1->P3->P14->P9->P5->P6->P20->P17->P13
25,Priority-Greedy,20,339.0,339.0,307.2753744884003,609.2,709.2,208.25000000000003,277.63133639957454,231.30184689336008,100.0,0.9064170338890865,0.0,0.0,0.0,0.0,0,0,0,0,P12->P15->P16->P4->P1->P17->P11->P19->P2->P18->P5->P9->P6->P20->P7->P8->P10->P14->P3->P13
26,A-RH-PADS-L,20,195.0,195.0,178.244554767542,360.2,460.2,181.25,181.70146441965284,145.7578593231294,100.0,0.9140746398335488,0.5799556547156882,0.5566427359168735,0.6050169456508342,0.015620111278559931,0,0,0,0,P1->P15->P19->P4->P2->P10->P16->P9->P8->P17->P5->P13->P18->P6->P3->P12->P7->P14->P11->P20
26,RH-PADS-L,20,211.0,211.0,192.69457546602925,392.0,492.00000000000006,114.73333333333335,168.51564328017975,161.26416309776366,100.0,0.9132444334882903,0.0,0.0,0.0,0.0,0,0,0,0,P1->P15->P4->P2->P9->P13->P17->P5->P20->P11->P19->P12->P6->P18->P8->P10->P16->P7->P14->P3
26,AStarOnly,20,133.0,133.0,119.36456943171866,254.00000000000006,354.0,166.26666666666668,152.44673028398762,120.93780402203524,100.0,0.89747796565202,0.0,0.0,0.0,0.0,0,0,0,0,P1->P15->P7->P19->P12->P4->P2->P10->P16->P11->P20->P13->P8->P17->P5->P9->P18->P6->P3->P14
26,TSP-2opt,20,133.0,133.0,119.36456943171866,254.00000000000006,354.0,166.26666666666668,152.44673028398762,120.93780402203524,100.0,0.89747796565202,0.0,0.0,0.0,0.0,0,0,0,0,P1->P15->P7->P19->P12->P4->P2->P10->P16->P11->P20->P13->P8->P17->P5->P9->P18->P6->P3->P14
26,Greedy-PADS,20,167.0,167.0,152.48359217048244,314.50000000000006,414.5,151.73333333333338,165.04858303511784,135.939182533307,100.0,0.9130754022184577,0.0,0.0,0.0,0.0,0,0,0,0,P1->P15->P4->P2->P10->P20->P11->P16->P19->P12->P9->P13->P8->P17->P5->P18->P6->P3->P14->P7
26,Priority-Greedy,20,201.0,201.0,184.41811291373097,369.3,469.29999999999995,113.41666666666667,179.29602410186422,146.47733469176896,100.0,0.9175030493220446,0.0,0.0,0.0,0.0,0,0,0,0,P1->P15->P2->P4->P9->P13->P20->P5->P17->P8->P12->P19->P10->P11->P16->P7->P14->P6->P18->P3
27,A-RH-PADS-L,20,204.0,204.0,179.94743406743441,354.5,454.50000000000006,168.4166666666667,189.78076669120105,124.82824164193936,100.0,0.8820952650364432,0.5747304382935277,0.5250375017114202,0.6147299683896538,0.03163982394863887,0,0,0,0,P2->P10->P18->P5->P14->P15->P19->P8->P17->P12->P11->P20->P9->P4->P1->P13->P3->P6->P7->P16
27,RH-PADS-L,20,200.0,200.0,176.79964014349335,348.4,448.3999999999999,87.94999999999999,153.54376995763047,119.9903202954547,100.0,0.8839982007174667,0.0,0.0,0.0,0.0,0,0,0,0,P16->P2->P10->P18->P12->P19->P5->P14->P15->P9->P4->P8->P17->P11->P20->P6->P3->P13->P1->P7
