seed,method,completed_task_num,total_path_length,total_inspection_time,high_priority_avg_response_time,priority_weighted_completion_time,high_priority_top5_rate,algorithm_runtime_ms,lambda_mean,lambda_min,lambda_max,lambda_std,task_sequence
12,A-RH-PADS-L,20,196.0,426.66666666666663,116.11111111111111,146.33571576249906,100.0,50.57707900414243,0.5753874523120392,0.5229506635465075,0.63506861705913,0.03500198337562401,P7->P19->P16->P14->P18->P17->P12->P6->P10->P20->P4->P9->P5->P2->P3->P1->P8->P15->P11->P13
13,AStarOnly,20,191.0,418.33333333333337,223.0,179.83596181026167,20.0,38.657545985188335,0.0,0.0,0.0,0.0,P8->P13->P10->P16->P11->P9->P18->P1->P6->P14->P3->P19->P4->P17->P12->P5->P2->P15->P7->P20
13,TSP-2opt,20,153.0,355.0,180.66666666666666,166.78884361578244,20.0,61.05744501110166,0.0,0.0,0.0,0.0,P13->P8->P10->P16->P11->P9->P2->P5->P12->P17->P4->P19->P3->P14->P6->P7->P1->P18->P15->P20
13,Greedy-PADS,20,213.0,455.0,170.66666666666669,193.43717074690133,20.0,37.66968398122117,0.0,0.0,0.0,0.0,P8->P13->P10->P11->P9->P18->P6->P7->P3->P4->P12->P5->P2->P17->P19->P14->P1->P15->P16->P20
13,Priority-Greedy,20,306.0,610.0000000000001,176.66666666666669,291.1325520824067,80.0,36.83066100347787,0.0,0.0,0.0,0.0,P4->P3->P7->P9->P11->P12->P2->P5->P10->P8->P13->P20->P18->P14->P6->P15->P16->P1->P19->P17
13,RH-PADS,20,225.0,475.00000000000006,177.33333333333334,183.8118105222405,20.0,757.2097830125131,0.0,0.0,0.0,0.0,P8->P13->P10->P11->P9->P3->P14->P6->P7->P18->P4->P17->P12->P2->P5->P16->P20->P15->P1->P19
13,RH-PADS-L,20,214.0,456.6666666666667,166.33333333333331,175.54319376881614,20.0,365.813331969548,0.0,0.0,0.0,0.0,P13->P8->P10->P11->P9->P18->P7->P6->P14->P3->P19->P4->P12->P2->P5->P16->P20->P15->P1->P17
13,A-RH-PADS,20,215.0,458.33333333333337,153.66666666666669,176.2354926587331,20.0,93.93159404862672,0.5721061155397241,0.4919865609903872,0.6372634483533642,0.0491577786286304,P8->P10->P11->P9->P18->P7->P6->P14->P3->P4->P17->P12->P2->P5->P16->P13->P20->P15->P1->P19
13,A-RH-PADS-L,20,222.0,470.0,161.33333333333331,194.98547563037783,20.0,68.01266595721245,0.5731336503165393,0.48739453138489197,0.6314358553361423,0.04936967889689953,P13->P10->P11->P9->P18->P7->P6->P14->P3->P19->P4->P12->P2->P5->P16->P8->P20->P15->P1->P17
14,AStarOnly,20,197.0,428.33333333333337,210.55555555555557,195.41763361254834,20.0,32.91780600557104,0.0,0.0,0.0,0.0,P2->P11->P3->P7->P18->P9->P10->P14->P12->P19->P17->P6->P13->P1->P16->P15->P4->P5->P20->P8
14,TSP-2opt,20,177.0,395.00000000000006,185.0,194.59849167185644,40.0,56.58089800272137,0.0,0.0,0.0,0.0,P2->P20->P5->P4->P15->P17->P6->P13->P1->P16->P19->P12->P14->P10->P9->P18->P11->P3->P7->P8
14,Greedy-PADS,20,229.0,481.6666666666666,139.7222222222222,204.75391668502434,80.0,31.94208996137604,0.0,0.0,0.0,0.0,P11->P20->P15->P17->P19->P14->P10->P12->P9->P18->P8->P7->P3->P2->P4->P5->P6->P13->P1->P16
14,Priority-Greedy,20,317.0,628.3333333333333,140.2777777777778,250.7816409032274,60.0,33.24280405649915,0.0,0.0,0.0,0.0,P15->P19->P14->P12->P17->P16->P10->P11->P20->P4->P5->P9->P7->P3->P2->P18->P8->P13->P6->P1
14,RH-PADS,20,247.0,511.6666666666667,144.44444444444446,196.91395601414234,60.0,720.8784429822117,0.0,0.0,0.0,0.0,P11->P14->P12->P19->P17->P15->P4->P6->P13->P16->P10->P9->P18->P7->P3->P2->P20->P5->P1->P8
14,RH-PADS-L,20,279.0,565.0,157.7777777777778,216.3714369177862,60.0,369.72586397314444,0.0,0.0,0.0,0.0,P11->P14->P12->P19->P17->P15->P4->P10->P9->P16->P13->P6->P18->P7->P3->P2->P20->P5->P1->P8
14,A-RH-PADS,20,217.0,461.6666666666665,182.22222222222217,203.0223139939364,60.0,74.43438103655353,0.5791384036915762,0.5081952787786145,0.6275230281216093,0.02957487448072484,P15->P17->P19->P12->P14->P10->P9->P18->P7->P3->P11->P2->P20->P5->P4->P6->P13->P1->P16->P8
14,A-RH-PADS-L,20,247.0,511.6666666666667,144.44444444444446,196.91395601414234,60.0,60.25318999309093,0.5663795658168423,0.48698026683201306,0.6300864741907239,0.04422261193258304,P11->P14->P12->P19->P17->P15->P4->P6->P13->P16->P10->P9->P18->P7->P3->P2->P20->P5->P1->P8
15,AStarOnly,20,183.0,405.0,200.41666666666666,162.51697887093232,0.0,30.040563025977463,0.0,0.0,0.0,0.0,P16->P7->P11->P2->P6->P20->P4->P12->P19->P17->P8->P3->P15->P5->P13->P10->P18->P9->P1->P14
15,TSP-2opt,20,161.0,368.33333333333337,190.41666666666666,155.35051822314503,0.0,39.505505992565304,0.0,0.0,0.0,0.0,P16->P7->P11->P2->P6->P12->P4->P20->P18->P10->P13->P19->P17->P8->P3->P15->P5->P9->P1->P14
15,Greedy-PADS,20,244.0,506.6666666666667,155.41666666666666,209.3688646398424,60.0,31.198336975649,0.0,0.0,0.0,0.0,P20->P6->P4->P13->P10->P7->P2->P11->P19->P8->P3->P17->P12->P18->P16->P14->P1->P15->P5->P9
15,Priority-Greedy,20,322.0,636.6666666666666,90.41666666666667,229.86791380479778,60.0,30.290434951893985,0.0,0.0,0.0,0.0,P20->P4->P13->P6->P19->P14->P16->P7->P10->P8->P17->P3->P15->P1->P11->P18->P12->P2->P5->P9
15,RH-PADS,20,242.0,503.33333333333337,119.58333333333334,194.6446108572672,60.0,714.2378080170602,0.0,0.0,0.0,0.0,P6->P20->P4->P13->P19->P17->P8->P3->P7->P11->P2->P16->P14->P1->P15->P5->P10->P18->P12->P9
15,RH-PADS-L,20,251.0,518.3333333333334,144.58333333333334,206.8685483305932,60.0,332.8173630288802,0.0,0.0,0.0,0.0,P6->P20->P4->P13->P19->P17->P8->P3->P15->P5->P10->P2->P7->P16->P11->P12->P14->P1->P9->P18
15,A-RH-PADS,20,233.0,488.33333333333337,150.83333333333334,206.42224279430613,60.0,72.74658494861796,0.5671037957749757,0.5039450022319917,0.6428129560935207,0.035163157426941476,P6->P20->P4->P13->P19->P17->P8->P3->P12->P7->P11->P2->P10->P5->P15->P9->P1->P14->P16->P18
15,A-RH-PADS-L,20,253.0,521.6666666666667,145.41666666666669,207.11952463292184,60.0,58.48957796115428,0.5651516505225844,0.49612124398997426,0.6428129560935207,0.03978423934133079,P6->P20->P4->P13->P19->P17->P8->P3->P15->P5->P10->P2->P11->P7->P16->P12->P14->P1->P9->P18
16,AStarOnly,20,195.0,425.0,425.0,224.45524062374187,0.0,30.723952979315072,0.0,0.0,0.0,0.0,P6->P13->P10->P11->P19->P14->P12->P5->P2->P1->P18->P7->P16->P15->P17->P8->P20->P3->P9->P4
16,TSP-2opt,20,169.0,381.66666666666674,110.00000000000001,192.8791616931483,20.0,36.21284296968952,0.0,0.0,0.0,0.0,P6->P13->P10->P11->P4->P19->P14->P12->P5->P2->P1->P18->P15->P16->P17->P8->P7->P9->P20->P3
16,Greedy-PADS,20,234.0,490.0,113.33333333333334,258.77069227807675,20.0,31.92808199673891,0.0,0.0,0.0,0.0,P16->P18->P12->P19->P4->P1->P14->P2->P11->P10->P13->P6->P15->P17->P8->P7->P9->P20->P3->P5
16,Priority-Greedy,20,279.0,565.0,70.0,245.92064152498182,20.0,32.58409001864493,0.0,0.0,0.0,0.0,P4->P19->P11->P20->P9->P12->P18->P15->P16->P17->P7->P8->P1->P3->P5->P14->P10->P13->P6->P2
16,RH-PADS,20,201.0,435.00000000000006,125.00000000000001,208.43509484384603,0.0,657.7950410428457,0.0,0.0,0.0,0.0,P16->P15->P18->P12->P19->P4->P11->P9->P20->P3->P14->P5->P2->P1->P7->P8->P17->P6->P13->P10
16,RH-PADS-L,20,197.0,428.3333333333334,125.00000000000001,204.91838387185842,0.0,302.80737101566046,0.0,0.0,0.0,0.0,P16->P15->P18->P12->P19->P4->P11->P14->P3->P20->P9->P5->P2->P1->P7->P8->P17->P6->P13->P10
16,A-RH-PADS,20,197.0,428.33333333333337,133.33333333333334,210.69589188456413,0.0,73.02466599503532,0.5375155222067669,0.4953375649407908,0.5846359533702092,0.0328888452458889,P16->P15->P18->P12->P14->P11->P4->P19->P2->P1->P5->P3->P20->P9->P7->P8->P17->P6->P13->P10
16,A-RH-PADS-L,20,216.0,460.00000000000006,198.33333333333334,218.56729708656576,0.0,58.25084197567776,0.5400209385283516,0.486565957713849,0.583432081103129,0.0349497261437302,P16->P15->P18->P12->P19->P14->P3->P20->P9->P4->P11->P1->P2->P7->P8->P17->P6->P13->P10->P5
17,AStarOnly,20,161.0,368.3333333333333,368.3333333333333,212.6255228710557,0.0,29.09252798417583,0.0,0.0,0.0,0.0,P9->P10->P6->P3->P14->P19->P1->P15->P17->P13->P7->P4->P8->P11->P5->P2->P16->P20->P12->P18
17,TSP-2opt,20,137.0,328.33333333333337,258.33333333333337,184.8980096519891,0.0,32.858638965990394,0.0,0.0,0.0,0.0,P9->P10->P5->P11->P8->P4->P6->P3->P14->P19->P1->P15->P17->P13->P7->P18->P12->P2->P16->P20
17,Greedy-PADS,20,203.0,438.3333333333334,236.66666666666669,214.08922582807395,0.0,29.26267101429403,0.0,0.0,0.0,0.0,P10->P9->P5->P11->P12->P2->P20->P16->P18->P1->P14->P3->P6->P17->P7->P13->P4->P8->P19->P15
17,Priority-Greedy,20,273.0,555.0,156.66666666666669,225.1109298290923,20.0,28.84470601566136,0.0,0.0,0.0,0.0,P5->P11->P12->P2->P18->P17->P10->P20->P16->P1->P4->P8->P3->P14->P6->P13->P7->P9->P19->P15
17,RH-PADS,20,206.0,443.3333333333334,266.6666666666667,197.93389957668813,0.0,510.65658999141306,0.0,0.0,0.0,0.0,P10->P12->P2->P16->P20->P5->P11->P8->P4->P17->P18->P1->P14->P3->P9->P6->P19->P15->P13->P7
17,RH-PADS-L,20,208.0,446.6666666666667,386.6666666666667,216.8055736730085,0.0,249.48300601681694,0.0,0.0,0.0,0.0,P5->P12->P2->P16->P20->P9->P10->P4->P17->P1->P14->P3->P6->P11->P8->P13->P18->P15->P19->P7
17,A-RH-PADS,20,191.0,418.33333333333337,356.6666666666667,189.05794438731422,0.0,64.80474700219929,0.5721465291737812,0.5193660834766489,0.6058284072330558,0.021006337525976162,P5->P10->P20->P16->P2->P12->P14->P19->P1->P15->P17->P3->P6->P4->P8->P11->P7->P13->P18->P9
17,A-RH-PADS-L,20,197.0,428.33333333333337,151.66666666666669,180.8498120561201,0.0,48.54819702450186,0.5581482918919396,0.49448224722538886,0.6058284072330558,0.03283124711454528,P10->P12->P2->P16->P20->P18->P17->P1->P19->P14->P3->P6->P4->P8->P11->P5->P7->P13->P15->P9
18,AStarOnly,20,184.0,406.66666666666663,267.77777777777777,182.4900441149442,0.0,40.928975970018655,0.0,0.0,0.0,0.0,P9->P18->P12->P6->P8->P14->P11->P10->P16->P5->P19->P15->P3->P1->P13->P4->P17->P20->P7->P2
18,TSP-2opt,20,178.0,396.6666666666667,257.22222222222223,208.373132335533,20.0,53.20515704806894,0.0,0.0,0.0,0.0,P18->P9->P12->P6->P4->P17->P13->P1->P3->P15->P19->P5->P16->P10->P11->P14->P8->P20->P7->P2
18,Greedy-PADS,20,230.0,483.3333333333334,254.44444444444449,228.5966375267724,20.0,43.04777801735327,0.0,0.0,0.0,0.0,P18->P9->P7->P5->P19->P15->P3->P1->P16->P10->P14->P11->P6->P12->P8->P20->P2->P13->P17->P4
18,Priority-Greedy,20,345.0,675.0000000000001,110.0,285.0858393683849,60.0,38.8124089804478,0.0,0.0,0.0,0.0,P7->P16->P5->P19->P4->P18->P14->P3->P1->P6->P12->P20->P2->P10->P15->P17->P13->P8->P11->P9
18,RH-PADS,20,221.0,468.3333333333333,188.33333333333334,209.52865733801352,40.0,800.9091289713979,0.0,0.0,0.0,0.0,P18->P7->P16->P5->P19->P15->P3->P1->P14->P6->P12->P9->P20->P2->P10->P11->P8->P4->P17->P13
18,RH-PADS-L,20,237.0,495.0,161.66666666666666,198.01030457498976,40.0,396.94981201319024,0.0,0.0,0.0,0.0,P18->P7->P2->P16->P5->P19->P15->P3->P1->P14->P6->P12->P20->P8->P4->P17->P13->P10->P11->P9
18,A-RH-PADS,20,241.0,501.6666666666667,220.55555555555554,196.1807561865628,20.0,82.4841900030151,0.5594533637145261,0.46756940447261686,0.6144176025137538,0.03918752583346937,P18->P12->P6->P14->P7->P16->P5->P19->P15->P1->P3->P10->P11->P8->P20->P9->P2->P4->P17->P13
18,A-RH-PADS-L,20,231.0,485.0,181.66666666666666,200.50341018612335,40.0,65.27439097408205,0.5530157327881401,0.4650441471957014,0.607775672905694,0.03956132568044948,P18->P7->P2->P16->P5->P19->P15->P3->P1->P14->P8->P6->P12->P20->P9->P13->P4->P17->P10->P11
19,AStarOnly,20,155.0,358.33333333333337,286.6666666666667,206.36070486299735,0.0,31.96327103069052,0.0,0.0,0.0,0.0,P15->P17->P14->P3->P5->P2->P6->P7->P19->P9->P8->P12->P20->P10->P16->P11->P13->P18->P4->P1
19,TSP-2opt,20,154.0,356.6666666666667,181.66666666666666,172.81933861111935,0.0,35.90007597813383,0.0,0.0,0.0,0.0,P15->P17->P14->P2->P3->P5->P1->P4->P18->P13->P11->P16->P10->P20->P12->P8->P9->P19->P6->P7
19,Greedy-PADS,20,231.0,485.0,81.0,198.94980146419985,80.0,32.711521023884416,0.0,0.0,0.0,0.0,P4->P16->P18->P10->P20->P8->P12->P11->P2->P3->P17->P15->P14->P5->P6->P7->P19->P9->P13->P1
19,Priority-Greedy,20,286.0,576.6666666666666,88.0,226.58813768495173,80.0,32.916661992203444,0.0,0.0,0.0,0.0,P4->P16->P20->P8->P11->P18->P3->P2->P15->P6->P7->P5->P10->P12->P13->P14->P17->P1->P19->P9
19,RH-PADS,20,229.0,481.6666666666667,114.0,191.38668072664277,60.0,688.5217590024695,0.0,0.0,0.0,0.0,P4->P18->P16->P11->P10->P20->P2->P14->P15->P3->P5->P17->P6->P13->P12->P8->P9->P19->P7->P1
19,RH-PADS-L,20,215.0,458.33333333333337,104.00000000000003,191.70224921109175,80.0,311.34780700085685,0.0,0.0,0.0,0.0,P4->P18->P16->P10->P20->P11->P3->P2->P14->P17->P15->P6->P13->P12->P8->P9->P19->P7->P5->P1
19,A-RH-PADS,20,211.0,451.6666666666667,76.66666666666667,178.49480734078904,60.0,69.82305599376559,0.5666841492501843,0.5036232187625103,0.6332107473720731,0.0423403333833386,P4->P18->P16->P11->P10->P20->P12->P8->P2->P14->P17->P3->P5->P15->P6->P7->P19->P9->P13->P1
19,A-RH-PADS-L,20,215.0,458.33333333333337,104.6666666666667,190.84351665431802,80.0,57.9052219982259,0.5723396485861236,0.5049579851402104,0.6332107473720731,0.036205139017471986,P4->P18->P16->P11->P20->P12->P10->P3->P14->P17->P15->P2->P5->P13->P8->P9->P19->P7->P6->P1
20,AStarOnly,20,157.0,361.6666666666667,138.33333333333331,180.43325678734055,40.0,29.472759983036667,0.0,0.0,0.0,0.0,P19->P17->P15->P4->P16->P10->P7->P9->P6->P14->P1->P20->P2->P11->P3->P5->P13->P8->P12->P18
20,TSP-2opt,20,149.0,348.3333333333333,125.33333333333334,169.7087337517026,40.0,31.059971952345222,0.0,0.0,0.0,0.0,P17->P19->P15->P4->P16->P10->P7->P9->P14->P6->P1->P20->P2->P11->P3->P5->P13->P8->P12->P18
20,Greedy-PADS,20,215.0,458.3333333333333,152.66666666666669,196.34976697823083,60.0,29.28015898214653,0.0,0.0,0.0,0.0,P19->P17->P15->P7->P9->P4->P20->P2->P1->P14->P6->P10->P18->P13->P8->P12->P11->P5->P3->P16
20,Priority-Greedy,20,273.0,555.0,112.66666666666667,198.20380822385562,60.0,29.05448101228103,0.0,0.0,0.0,0.0,P17->P15->P19->P20->P1->P7->P9->P11->P5->P13->P18->P4->P2->P14->P6->P10->P12->P8->P3->P16
20,RH-PADS,20,181.0,401.6666666666667,99.33333333333334,158.90516921699233,60.0,520.1036999933422,0.0,0.0,0.0,0.0,P17->P19->P15->P9->P7->P1->P20->P2->P11->P5->P3->P13->P18->P4->P16->P14->P6->P10->P12->P8
20,RH-PADS-L,20,173.0,388.3333333333333,99.33333333333334,158.44064988807045,60.0,242.25978198228404,0.0,0.0,0.0,0.0,P17->P19->P15->P9->P7->P1->P20->P2->P11->P3->P5->P13->P12->P18->P4->P10->P16->P6->P14->P8
20,A-RH-PADS,20,172.0,386.6666666666667,101.33333333333334,159.18982530977058,60.0,64.62075799936429,0.5594686624141145,0.5008594562072702,0.6205693429449863,0.04120149345088333,P17->P19->P15->P9->P7->P6->P1->P20->P2->P11->P3->P13->P12->P18->P4->P16->P10->P14->P8->P5
20,A-RH-PADS-L,20,171.0,385.0,99.33333333333334,158.2547440960374,60.0,52.99517698585987,0.5465755508765622,0.4864437429177154,0.6205693429449863,0.04893678966656025,P17->P19->P15->P9->P7->P1->P20->P2->P11->P3->P5->P13->P12->P18->P4->P16->P10->P6->P14->P8
21,AStarOnly,20,168.0,380.0,176.94444444444443,174.53489669854523,20.0,28.39433099143207,0.0,0.0,0.0,0.0,P16->P12->P18->P15->P10->P8->P2->P1->P9->P19->P11->P7->P5->P3->P13->P17->P6->P20->P4->P14
21,TSP-2opt,20,136.0,326.6666666666667,177.5,175.5523143166066,40.0,31.77625103853643,0.0,0.0,0.0,0.0,P16->P12->P18->P11->P19->P9->P1->P2->P15->P8->P10->P7->P20->P4->P6->P17->P13->P3->P5->P14
21,Greedy-PADS,20,267.0,545.0,185.2777777777778,219.01264845858162,20.0,28.43837800901383,0.0,0.0,0.0,0.0,P8->P15->P10->P2->P1->P12->P11->P7->P5->P13->P3->P14->P17->P20->P19->P4->P6->P16->P18->P9
21,Priority-Greedy,20,294.0,590.0,137.22222222222226,229.76593431041428,100.0,30.599894002079964,0.0,0.0,0.0,0.0,P8->P12->P11->P5->P13->P7->P20->P15->P10->P2->P18->P16->P14->P3->P4->P19->P9->P1->P17->P6
21,RH-PADS,20,222.0,470.00000000000006,151.38888888888889,176.65413710909587,40.0,627.1419250406325,0.0,0.0,0.0,0.0,P12->P8->P10->P15->P2->P7->P20->P4->P11->P1->P5->P3->P13->P14->P16->P18->P9->P19->P6->P17
21,RH-PADS-L,20,200.0,433.33333333333337,140.0,165.4643404149889,40.0,278.0855189776048,0.0,0.0,0.0,0.0,P12->P8->P10->P15->P2->P7->P5->P3->P13->P17->P4->P20->P11->P19->P9->P1->P18->P16->P14->P6
21,A-RH-PADS,20,196.0,426.6666666666667,140.83333333333334,163.52739873860634,40.0,66.18450401583686,0.5677204619579571,0.4524203942800961,0.6455264656462671,0.05370037128322015,P12->P8->P10->P15->P2->P7->P5->P3->P13->P17->P4->P20->P19->P11->P9->P1->P18->P16->P14->P6
21,A-RH-PADS-L,20,198.0,430.00000000000006,173.33333333333334,177.25470444187812,40.0,52.54949303343892,0.5792383817869132,0.4524203942800961,0.6455264656462671,0.044166931779202986,P12->P8->P10->P15->P2->P7->P5->P3->P17->P13->P14->P1->P9->P19->P11->P18->P16->P4->P20->P6
22,AStarOnly,20,220.0,466.6666666666667,276.6666666666667,231.75753780772646,20.0,33.09095598524436,0.0,0.0,0.0,0.0,P14->P20->P12->P6->P2->P7->P3->P18->P11->P15->P19->P13->P16->P4->P8->P9->P17->P1->P5->P10
22,TSP-2opt,20,166.0,376.6666666666667,279.16666666666663,224.3071423698652,0.0,38.436465023551136,0.0,0.0,0.0,0.0,P14->P20->P12->P11->P18->P4->P19->P15->P1->P5->P10->P17->P13->P16->P8->P3->P7->P6->P2->P9
22,Greedy-PADS,20,263.0,538.3333333333334,223.33333333333334,210.26483493021394,40.0,47.48918302357197,0.0,0.0,0.0,0.0,P14->P2->P6->P7->P13->P16->P18->P15->P1->P10->P5->P19->P17->P8->P3->P9->P11->P12->P20->P4
22,Priority-Greedy,20,311.0,618.3333333333333,145.00000000000003,247.85583103120737,60.0,33.103231980931014,0.0,0.0,0.0,0.0,P2->P6->P13->P10->P15->P14->P9->P7->P16->P18->P3->P8->P17->P5->P1->P19->P4->P11->P12->P20
22,RH-PADS,20,251.0,518.3333333333334,175.0,196.84543803671184,40.0,697.1627119928598,0.0,0.0,0.0,0.0,P2->P6->P7->P16->P13->P15->P10->P5->P1->P14->P12->P11->P18->P9->P3->P8->P4->P17->P19->P20
22,RH-PADS-L,20,235.0,491.66666666666663,195.41666666666666,189.2836936468287,20.0,339.6947379806079,0.0,0.0,0.0,0.0,P14->P12->P6->P2->P7->P13->P16->P15->P1->P5->P10->P17->P18->P11->P9->P3->P8->P4->P19->P20
22,A-RH-PADS,20,243.0,504.99999999999994,178.33333333333334,189.21626178472707,40.0,76.37935294769704,0.5639618449175937,0.5070961575794153,0.6171506151695771,0.03640533313215693,P14->P6->P2->P16->P13->P15->P1->P5->P10->P17->P18->P3->P7->P9->P12->P11->P20->P19->P4->P8
22,A-RH-PADS-L,20,221.0,468.33333333333326,218.33333333333331,189.63300722245884,20.0,59.22442895825952,0.5822792697134018,0.5168272916593428,0.6133773437205396,0.024677687258328206,P14->P12->P6->P2->P7->P3->P16->P13->P15->P1->P5->P10->P17->P19->P4->P18->P20->P11->P9->P8
23,AStarOnly,20,151.0,351.6666666666667,212.5,206.33745764216368,20.0,30.920787015929818,0.0,0.0,0.0,0.0,P7->P15->P2->P3->P17->P11->P6->P18->P12->P13->P9->P5->P10->P4->P20->P16->P14->P1->P19->P8
23,TSP-2opt,20,135.0,325.0,202.08333333333337,204.40838438878276,20.0,41.27246100688353,0.0,0.0,0.0,0.0,P7->P15->P2->P3->P17->P8->P19->P11->P6->P18->P1->P14->P12->P13->P9->P5->P10->P4->P20->P16
23,Greedy-PADS,20,311.0,618.3333333333333,231.66666666666666,239.70877775968728,60.0,31.811396998818964,0.0,0.0,0.0,0.0,P13->P1->P12->P5->P19->P6->P11->P18->P14->P9->P4->P10->P20->P8->P17->P15->P2->P7->P3->P16
23,Priority-Greedy,20,311.0,618.3333333333333,152.29166666666669,233.53695015198988,100.0,30.72701604105532,0.0,0.0,0.0,0.0,P15->P13->P12->P4->P19->P8->P1->P5->P20->P18->P6->P11->P14->P10->P9->P17->P2->P7->P3->P16
23,RH-PADS,20,229.0,481.66666666666674,136.25000000000003,180.21580004119315,80.0,589.1197330201976,0.0,0.0,0.0,0.0,P15->P19->P1->P13->P12->P4->P20->P10->P5->P9->P8->P14->P18->P6->P11->P17->P3->P2->P7->P16
23,RH-PADS-L,20,242.0,503.3333333333334,138.12500000000003,184.5717322026219,80.0,281.04204701958224,0.0,0.0,0.0,0.0,P15->P19->P1->P13->P12->P5->P10->P4->P20->P18->P6->P11->P8->P17->P3->P2->P14->P9->P16->P7
23,A-RH-PADS,20,237.0,495.00000000000006,154.79166666666666,188.2845114170012,80.0,67.94799002818763,0.5908464750671577,0.5019850749363108,0.6611209559929939,0.046844165715381005,P15->P12->P13->P1->P19->P5->P9->P10->P4->P20->P18->P6->P11->P14->P8->P17->P3->P2->P7->P16
23,A-RH-PADS-L,20,233.0,488.3333333333334,160.83333333333334,180.4731067014653,60.0,54.85276400577277,0.5930000085712224,0.5019850749363108,0.6611209559929939,0.04919411485540862,P15->P12->P13->P14->P1->P19->P11->P10->P5->P9->P4->P20->P18->P6->P8->P17->P3->P2->P7->P16
24,AStarOnly,20,154.0,356.66666666666674,164.54545454545453,150.66922791004328,60.0,30.46786703635007,0.0,0.0,0.0,0.0,P6->P12->P14->P16->P10->P9->P3->P11->P17->P15->P20->P2->P4->P7->P19->P5->P18->P8->P13->P1
24,TSP-2opt,20,145.0,341.66666666666663,157.57575757575756,145.61797917376578,60.0,32.209593045990914,0.0,0.0,0.0,0.0,P12->P6->P14->P16->P10->P9->P3->P11->P17->P15->P20->P2->P8->P19->P7->P4->P13->P1->P18->P5
24,Greedy-PADS,20,213.0,455.00000000000006,178.18181818181816,175.2937517948672,60.0,29.621198016684502,0.0,0.0,0.0,0.0,P6->P12->P14->P16->P2->P17->P11->P19->P10->P9->P15->P4->P8->P18->P5->P1->P13->P7->P3->P20
24,Priority-Greedy,20,306.0,610.0000000000001,232.87878787878782,255.68986035987203,80.0,29.19044200098142,0.0,0.0,0.0,0.0,P19->P2->P8->P11->P6->P14->P12->P15->P17->P9->P10->P18->P1->P4->P16->P13->P5->P7->P20->P3
24,RH-PADS,20,227.0,478.3333333333334,134.84848484848484,175.05307267436564,100.0,603.5334430052899,0.0,0.0,0.0,0.0,P6->P14->P10->P2->P8->P19->P11->P9->P17->P15->P4->P18->P5->P1->P13->P16->P12->P20->P3->P7
24,RH-PADS-L,20,199.0,431.66666666666674,148.03030303030303,161.48114123259657,80.0,269.16925399564207,0.0,0.0,0.0,0.0,P12->P6->P14->P10->P2->P8->P19->P11->P9->P17->P15->P4->P7->P18->P5->P1->P13->P16->P3->P20
24,A-RH-PADS,20,202.0,436.66666666666663,155.75757575757575,166.4638902541156,80.0,66.0476409830153,0.6040712494714865,0.5363405697878374,0.659637389482057,0.0386553704922318,P6->P14->P10->P2->P17->P9->P11->P4->P19->P7->P5->P18->P8->P16->P12->P15->P20->P3->P13->P1
24,A-RH-PADS-L,20,203.0,438.3333333333333,157.27272727272725,158.94223646008066,80.0,50.28071900596842,0.5986407109962288,0.49281738803202085,0.6591525720637772,0.05265459594495303,P12->P6->P14->P10->P9->P17->P11->P2->P8->P19->P7->P4->P3->P15->P16->P13->P1->P18->P5->P20
25,AStarOnly,20,184.0,406.6666666666666,148.74999999999997,166.02857600162218,60.0,31.734633026644588,0.0,0.0,0.0,0.0,P2->P18->P15->P11->P19->P5->P9->P14->P4->P6->P1->P16->P3->P20->P17->P12->P10->P13->P7->P8
25,TSP-2opt,20,172.0,386.66666666666663,173.95833333333334,177.10967917013505,40.0,35.74571799254045,0.0,0.0,0.0,0.0,P18->P2->P14->P4->P6->P9->P5->P11->P15->P19->P13->P10->P8->P7->P12->P20->P17->P1->P16->P3
25,Greedy-PADS,20,263.0,538.3333333333333,175.41666666666666,187.48871086722426,60.0,31.67113399831578,0.0,0.0,0.0,0.0,P2->P18->P16->P1->P4->P15->P19->P11->P5->P9->P12->P7->P8->P10->P6->P3->P14->P20->P17->P13
25,Priority-Greedy,20,339.0,665.0,194.79166666666669,259.5178694231641,80.0,30.996016052085906,0.0,0.0,0.0,0.0,P12->P15->P16->P4->P1->P17->P11->P19->P2->P18->P5->P9->P6->P20->P7->P8->P10->P14->P3->P13
25,RH-PADS,20,221.0,468.3333333333333,137.91666666666666,180.59130400277544,80.0,625.0549869728275,0.0,0.0,0.0,0.0,P18->P15->P11->P4->P1->P16->P3->P2->P19->P12->P5->P9->P14->P6->P20->P17->P7->P8->P10->P13
25,RH-PADS-L,20,241.0,501.66666666666663,139.99999999999997,186.78155148758123,80.0,315.0207829894498,0.0,0.0,0.0,0.0,P18->P15->P11->P4->P1->P16->P2->P19->P12->P5->P9->P6->P14->P3->P20->P17->P7->P8->P10->P13
25,A-RH-PADS,20,196.0,426.66666666666663,162.5,178.33774462871995,60.0,69.11192002007738,0.6139250738169849,0.5662992106988808,0.6608332890055468,0.03437006838723547,P2->P15->P11->P19->P12->P5->P4->P6->P1->P16->P3->P14->P9->P18->P13->P10->P8->P7->P20->P17
