experiment,comparison,metric,method_a,method_b,n,mean_a,mean_b,mean_diff,std_diff,t_stat,p_value,conclusion
main,A-RH-PADS vs AStarOnly,high_priority_avg_response_time,A-RH-PADS,AStarOnly,30,142.99701178451178,200.39688552188557,-57.39987373737373,69.76418101873995,-4.506496770235547,9.972809172360432e-05,significant
main,A-RH-PADS vs AStarOnly,priority_weighted_completion_time,A-RH-PADS,AStarOnly,30,178.71586320931183,184.3685384037835,-5.652675194471668,21.24959081849862,-1.4570152153549973,0.15585589176354767,not_significant
main,A-RH-PADS vs AStarOnly,abnormal_avg_response_time,A-RH-PADS,AStarOnly,0,,,,,,,skipped
main,A-RH-PADS vs AStarOnly,abnormal_priority_rate,A-RH-PADS,AStarOnly,0,,,,,,,skipped
main,A-RH-PADS vs AStarOnly,vehicle_trajectory_length,A-RH-PADS,AStarOnly,0,,,,,,,skipped
main,A-RH-PADS vs AStarOnly,vehicle_execution_time,A-RH-PADS,AStarOnly,0,,,,,,,skipped
main,A-RH-PADS vs TSP-2opt,total_path_length,A-RH-PADS,TSP-2opt,30,207.06666666666666,153.1,53.96666666666667,19.234457824854122,15.367607943958067,1.7958426952071465e-15,significant
main,A-RH-PADS vs TSP-2opt,total_inspection_time,A-RH-PADS,TSP-2opt,30,444.77777777777766,354.83333333333326,89.94444444444444,32.05742970809021,15.367607943958062,1.7958426952071595e-15,significant
main,A-RH-PADS vs TSP-2opt,high_priority_avg_response_time,A-RH-PADS,TSP-2opt,30,142.99701178451178,188.34990179573515,-45.35289001122335,54.90393717856928,-4.524411578427548,9.490943994137156e-05,significant
main,A-RH-PADS vs TSP-2opt,priority_weighted_completion_time,A-RH-PADS,TSP-2opt,30,178.71586320931183,181.21664228541806,-2.50077907610626,24.258875078179805,-0.5646317510214497,0.576666053363508,not_significant
main,A-RH-PADS vs TSP-2opt,abnormal_avg_response_time,A-RH-PADS,TSP-2opt,0,,,,,,,skipped
main,A-RH-PADS vs TSP-2opt,abnormal_priority_rate,A-RH-PADS,TSP-2opt,0,,,,,,,skipped
main,A-RH-PADS vs TSP-2opt,vehicle_trajectory_length,A-RH-PADS,TSP-2opt,0,,,,,,,skipped
main,A-RH-PADS vs TSP-2opt,vehicle_execution_time,A-RH-PADS,TSP-2opt,0,,,,,,,skipped
