seed,method,completed_task_num,total_path_length,total_inspection_time,high_priority_avg_response_time,priority_weighted_completion_time,high_priority_top5_rate,abnormal_priority_rate,abnormal_avg_response_time,replanning_count,lambda_before_abnormal,lambda_after_abnormal,lambda_change,lambda_mean,lambda_min,lambda_max,lambda_std,algorithm_runtime_ms,task_sequence
27,A-RH-PADS-NoUrgencyPressure,20,230.0,483.3333333333334,100.66666666666666,194.24956019904684,60.0,0.0,219.16666666666666,1,0.43253323138549093,0.6574846020622666,0.22495137067677562,0.5997222297224021,0.4233828807855241,0.6701372157143122,0.09912451547274646,89.55743897240609,P2->P10->P18->P5->P14->P15->P19->P9->P4->P1->P13->P3->P6->P12->P11->P8->P17->P20->P7->P16
27,A-RH-PADS-NoAbnormalPressure,20,228.0,480.0000000000001,102.6666666666667,179.53971720819405,60.0,0.0,222.08333333333337,1,0.6065229883057783,0.6127529927042352,0.00623000439845689,0.5844459226261416,0.52951754289787,0.6241167190323478,0.03131221923815532,88.80407299147919,P2->P10->P18->P12->P15->P5->P14->P19->P9->P4->P1->P13->P3->P6->P11->P8->P17->P20->P7->P16
27,A-RH-PADS-NoPathPressure,20,232.0,486.66666666666674,100.66666666666666,199.8035680098138,60.0,0.0,251.25000000000003,1,0.6896533909176928,0.8034134420165597,0.11376005109886689,0.7605567647823247,0.6182691328268923,0.8034134420165597,0.060261189436413044,86.455765995197,P2->P10->P18->P5->P14->P15->P19->P9->P4->P1->P3->P6->P12->P11->P20->P17->P8->P13->P7->P16
27,A-RH-PADS-ResponseOnly,20,262.0,536.6666666666667,175.00000000000003,236.95840319274066,60.0,25.0,158.75,1,0.85,0.85,0.0,0.85,0.85,0.85,0.0,84.30118102114648,P2->P18->P14->P5->P19->P9->P12->P10->P6->P3->P1->P15->P17->P20->P11->P8->P4->P13->P7->P16
27,A-RH-PADS-CostOnly,20,224.0,473.33333333333326,154.33333333333331,199.18866163850188,60.0,0.0,202.08333333333331,1,0.25,0.25,0.0,0.25,0.25,0.25,0.0,86.30587300285697,P2->P10->P18->P12->P15->P5->P14->P19->P8->P17->P20->P11->P6->P3->P1->P16->P7->P13->P4->P9
27,A-RH-PADS-NoFinishTimeResponse,20,297.0,595.0,178.66666666666669,271.6077137123279,60.0,25.0,260.41666666666674,1,0.613264528912153,0.7737050175859855,0.16044048867383254,0.6944891877542257,0.5009967259259951,0.7764770029077245,0.09689251011101425,87.83205796498805,P2->P18->P5->P9->P19->P14->P1->P4->P20->P11->P12->P10->P15->P3->P13->P16->P7->P6->P8->P17
28,A-RH-PADS-Full,20,225.0,475.0,112.5925925925926,170.6293788146547,80.0,75.0,82.5,1,0.6345539445337991,0.8015574443432024,0.16700349980940332,0.6668272970573956,0.49709312125765126,0.8047973889259815,0.11577231986616333,71.05308800237253,P13->P18->P5->P14->P3->P2->P16->P20->P9->P8->P10->P1->P4->P15->P7->P19->P12->P11->P6->P17
28,A-RH-PADS-FixedLambda,20,233.0,488.33333333333326,96.85185185185186,170.35204374850227,100.0,50.0,118.74999999999999,1,0.55,0.55,0.0,0.55,0.55,0.55,0.0,70.86018502013758,P13->P18->P5->P3->P2->P20->P9->P16->P10->P8->P14->P19->P7->P1->P4->P15->P17->P6->P11->P12
28,A-RH-PADS-NoUrgencyPressure,20,225.0,475.0,115.00000000000003,172.2171467783233,80.0,75.0,87.91666666666666,1,0.43162822390089695,0.6492016895737387,0.21757346567284175,0.5556676647784511,0.4209747399649052,0.6687573082467886,0.11539877932262874,69.27995895966887,P13->P18->P5->P14->P3->P2->P20->P16->P9->P10->P8->P1->P15->P4->P7->P19->P12->P11->P6->P17
28,A-RH-PADS-NoAbnormalPressure,20,229.0,481.66666666666663,118.33333333333333,174.31826181410653,80.0,75.0,64.58333333333334,1,0.6345539445337991,0.6805331895235022,0.04597924498970307,0.5822069146969416,0.4861942611857883,0.6895122683573329,0.06339442003461535,71.77751802373677,P13->P18->P5->P14->P3->P2->P20->P9->P16->P4->P1->P10->P8->P6->P11->P12->P19->P7->P15->P17
28,A-RH-PADS-NoPathPressure,20,237.0,495.0,103.88888888888889,175.09617853508146,100.0,50.0,103.75,1,0.7125804786389077,0.8226050563179892,0.11002457767908147,0.7271826682886071,0.5863546162614659,0.8226050563179892,0.08681617195312152,76.04718301445246,P13->P18->P8->P3->P2->P16->P20->P9->P10->P5->P14->P1->P4->P15->P7->P19->P12->P11->P6->P17
28,A-RH-PADS-ResponseOnly,20,249.0,515.0,103.88888888888889,178.0493575527377,100.0,50.0,103.75,1,0.85,0.85,0.0,0.85,0.85,0.85,0.0,71.83926296420395,P13->P18->P8->P3->P2->P16->P20->P9->P10->P5->P14->P1->P4->P7->P19->P12->P6->P11->P17->P15
28,A-RH-PADS-CostOnly,20,239.0,498.33333333333337,96.48148148148147,166.45267704979082,100.0,50.0,160.83333333333334,1,0.25,0.25,0.0,0.25,0.25,0.25,0.0,70.37195196608081,P13->P18->P5->P3->P16->P2->P20->P9->P10->P8->P6->P11->P14->P19->P7->P1->P17->P15->P4->P12
28,A-RH-PADS-NoFinishTimeResponse,20,284.0,573.3333333333334,158.14814814814812,221.22777314166686,100.0,75.0,102.50000000000001,1,0.6348458492227763,0.8011834829659953,0.16633763374321897,0.6520033148649039,0.488412506648376,0.8011834829659953,0.11746151182529006,71.9613570254296,P18->P2->P16->P3->P5->P14->P13->P8->P10->P20->P9->P4->P7->P19->P12->P6->P11->P17->P15->P1
29,A-RH-PADS-Full,20,239.0,498.33333333333337,173.8888888888889,227.01727675432895,20.0,50.0,97.91666666666667,1,0.6025604853741444,0.7876361049196386,0.18507561954549423,0.6259520999112859,0.47488436819158303,0.7876361049196386,0.11255041996605468,66.23055099043995,P13->P10->P12->P20->P8->P19->P7->P6->P2->P5->P17->P14->P16->P9->P1->P18->P3->P4->P15->P11
29,A-RH-PADS-FixedLambda,20,181.0,401.66666666666663,126.11111111111113,178.9195842691147,40.0,25.0,133.75,1,0.55,0.55,0.0,0.55,0.55,0.55,0.0,66.21015700511634,P13->P10->P12->P17->P9->P20->P8->P4->P3->P18->P19->P7->P6->P11->P2->P5->P16->P14->P15->P1
29,A-RH-PADS-NoUrgencyPressure,20,189.0,415.0,116.66666666666669,195.71789547117055,40.0,25.0,112.50000000000003,1,0.43204611237443724,0.6577993408860643,0.22575322851162705,0.5391754211785867,0.4137350794814645,0.6778001008436113,0.11209677327450841,66.19982101256028,P13->P10->P12->P17->P9->P20->P8->P19->P7->P6->P11->P2->P5->P16->P14->P15->P4->P18->P3->P1
29,A-RH-PADS-NoAbnormalPressure,20,181.0,401.66666666666663,126.11111111111113,178.9195842691147,40.0,25.0,133.75,1,0.6025604853741444,0.6447731634390952,0.04221267806495077,0.5919985942737251,0.521239758215546,0.6478359384813102,0.03778092897994945,66.62720296299085,P13->P10->P12->P17->P9->P20->P8->P4->P3->P18->P19->P7->P6->P11->P2->P5->P16->P14->P15->P1
29,A-RH-PADS-NoPathPressure,20,239.0,498.3333333333333,182.77777777777774,215.42939696851346,20.0,50.0,157.91666666666666,1,0.6868793691894384,0.8122853245106476,0.12540595532120924,0.7355627482202474,0.5348194378559306,0.8122853245106476,0.08998033732235297,67.166359978728,P13->P10->P12->P20->P8->P19->P7->P2->P5->P15->P17->P9->P1->P4->P18->P3->P6->P11->P16->P14
29,A-RH-PADS-ResponseOnly,20,249.0,515.0,182.77777777777774,216.64996138051356,20.0,50.0,154.99999999999997,1,0.85,0.85,0.0,0.85,0.85,0.85,0.0,66.60343403927982,P13->P10->P12->P20->P8->P19->P7->P2->P5->P15->P17->P9->P1->P3->P18->P6->P11->P4->P16->P14
29,A-RH-PADS-CostOnly,20,162.0,370.0,214.99999999999997,174.8477141888224,20.0,25.0,113.74999999999999,1,0.25,0.25,0.0,0.25,0.25,0.25,0.0,67.20224401215091,P13->P5->P12->P17->P9->P20->P8->P1->P3->P18->P19->P6->P7->P11->P2->P16->P14->P4->P10->P15
29,A-RH-PADS-NoFinishTimeResponse,20,259.0,531.6666666666665,219.44444444444443,230.82033101065628,20.0,50.0,150.0,1,0.6093595490826673,0.7818979184814907,0.1725383693988234,0.6780905248771433,0.443056393197493,0.7818979184814907,0.11178969610621571,64.95961098698899,P10->P12->P20->P8->P5->P13->P2->P7->P19->P18->P3->P15->P17->P9->P1->P4->P6->P11->P16->P14
