seed,method,completed_task_num,total_path_length,total_inspection_time,high_priority_avg_response_time,priority_weighted_completion_time,high_priority_top5_rate,task_sequence
25,RH-Proposed-v1,20,287.0,578.3333333333333,181.45833333333334,215.1548397097987,80.0,P2->P18->P16->P15->P11->P5->P19->P12->P7->P8->P4->P1->P14->P3->P9->P20->P17->P6->P10->P13
25,RH-Proposed-v2,20,221.0,468.3333333333333,137.91666666666666,180.59130400277544,80.0,P18->P15->P11->P4->P1->P16->P3->P2->P19->P12->P5->P9->P14->P6->P20->P17->P7->P8->P10->P13
26,NNF,20,133.0,321.6666666666667,121.11111111111113,137.42811328387515,20.0,P1->P15->P7->P19->P12->P4->P2->P10->P16->P11->P20->P13->P8->P17->P5->P9->P18->P6->P3->P14
26,AStarOnly,20,147.0,345.0,126.66666666666667,137.1042983330332,20.0,P1->P15->P7->P19->P12->P4->P9->P8->P17->P5->P13->P2->P10->P16->P11->P20->P18->P6->P3->P14
26,Proposed-Balanced,20,185.0,408.33333333333337,106.66666666666667,145.07768205550295,20.0,P1->P15->P19->P12->P4->P9->P2->P20->P17->P8->P5->P13->P10->P11->P16->P7->P14->P6->P18->P3
26,RH-Proposed-v1,20,219.0,465.0,199.44444444444446,212.5528440027594,20.0,P4->P12->P9->P17->P8->P20->P16->P2->P10->P11->P13->P5->P19->P15->P1->P7->P14->P6->P18->P3
26,RH-Proposed-v2,20,187.0,411.6666666666666,86.11111111111113,154.709268263743,40.0,P1->P15->P4->P2->P20->P5->P17->P8->P13->P9->P12->P19->P10->P16->P11->P18->P6->P3->P14->P7
27,NNF,20,165.0,374.99999999999994,231.6666666666666,207.47033467396864,20.0,P16->P7->P2->P6->P3->P13->P1->P14->P15->P19->P8->P17->P11->P20->P18->P12->P10->P5->P9->P4
27,AStarOnly,20,163.0,371.6666666666667,241.66666666666669,220.54240105862525,0.0,P7->P16->P13->P3->P1->P6->P2->P10->P18->P12->P11->P20->P17->P8->P19->P14->P15->P5->P9->P4
27,Proposed-Balanced,20,209.0,448.3333333333334,229.0,231.26025570060958,20.0,P2->P3->P1->P13->P16->P7->P6->P10->P18->P12->P11->P17->P8->P19->P14->P15->P9->P5->P4->P20
27,RH-Proposed-v1,20,221.0,468.33333333333337,241.0,226.9692693657091,20.0,P7->P16->P2->P3->P13->P1->P14->P19->P17->P8->P9->P18->P11->P12->P10->P6->P15->P5->P4->P20
27,RH-Proposed-v2,20,247.0,511.66666666666674,94.33333333333334,185.2219261375911,80.0,P2->P10->P18->P19->P15->P14->P5->P9->P4->P8->P12->P11->P20->P6->P3->P1->P13->P16->P7->P17
28,NNF,20,185.0,408.33333333333337,137.77777777777777,152.31450766400835,40.0,P13->P6->P11->P18->P14->P5->P8->P10->P3->P1->P9->P20->P2->P16->P15->P4->P7->P19->P12->P17
28,AStarOnly,20,189.0,415.0,139.25925925925924,154.20353997824085,40.0,P13->P6->P11->P18->P14->P5->P8->P10->P3->P1->P2->P20->P9->P16->P15->P4->P7->P19->P12->P17
28,Proposed-Balanced,20,241.0,501.66666666666663,148.51851851851853,183.18860795028732,40.0,P13->P18->P6->P11->P14->P3->P2->P9->P20->P16->P8->P10->P5->P1->P4->P15->P7->P19->P12->P17
28,RH-Proposed-v1,20,221.0,468.3333333333334,137.96296296296296,171.36988235660428,60.0,P13->P18->P11->P6->P8->P10->P3->P2->P9->P20->P16->P1->P4->P15->P5->P14->P19->P12->P7->P17
28,RH-Proposed-v2,20,213.0,455.00000000000006,100.92592592592592,159.43944534499482,80.0,P13->P18->P5->P8->P10->P3->P2->P16->P20->P9->P1->P4->P7->P19->P12->P14->P6->P11->P17->P15
29,NNF,20,137.0,328.3333333333333,165.55555555555557,173.2798230523604,0.0,P13->P2->P11->P19->P6->P7->P3->P18->P4->P17->P12->P14->P16->P5->P10->P15->P9->P20->P8->P1
29,AStarOnly,20,158.0,363.3333333333333,205.55555555555554,186.117491782272,0.0,P13->P5->P16->P14->P12->P17->P4->P3->P18->P19->P6->P7->P11->P2->P9->P20->P8->P1->P10->P15
29,Proposed-Balanced,20,202.0,436.66666666666663,119.44444444444446,206.07382740396937,40.0,P13->P10->P12->P17->P20->P1->P8->P7->P19->P11->P2->P6->P3->P18->P4->P9->P14->P5->P16->P15
29,RH-Proposed-v1,20,229.0,481.6666666666667,118.8888888888889,222.19153065149058,40.0,P13->P5->P12->P17->P10->P7->P6->P19->P11->P8->P1->P20->P4->P3->P18->P9->P14->P16->P15->P2
29,RH-Proposed-v2,20,246.0,510.0,117.22222222222224,201.18177731778394,40.0,P13->P10->P12->P17->P20->P8->P9->P7->P19->P11->P2->P5->P3->P18->P4->P1->P15->P14->P16->P6
