seed,method,completed_task_num,total_path_length,total_inspection_time,high_priority_avg_response_time,priority_weighted_completion_time,high_priority_top5_rate,abnormal_task_ids,abnormal_priority_rate,abnormal_avg_response_time,replanning_count,algorithm_runtime_ms,task_sequence
12,RH-v2-Light,20,206.0,443.33333333333326,109.25925925925925,152.19561455552602,100.0,"P3,P20,P6,P10",50.0,126.66666666666667,1,274.8244779650122,P7->P19->P16->P18->P12->P6->P10->P20->P4->P13->P9->P5->P2->P14->P3->P1->P8->P17->P15->P11
12,DRF-RH-Full,20,198.0,430.0,88.33333333333333,139.85090864867536,100.0,"P3,P20,P6,P10",25.0,128.75,1,86.83406899217516,P7->P19->P16->P14->P18->P12->P6->P10->P20->P4->P13->P9->P5->P2->P3->P1->P15->P17->P8->P11
12,DRF-RH-Light,20,206.0,443.33333333333326,109.25925925925925,152.19561455552602,100.0,"P3,P20,P6,P10",50.0,126.66666666666667,1,56.81676400126889,P7->P19->P16->P18->P12->P6->P10->P20->P4->P13->P9->P5->P2->P14->P3->P1->P8->P17->P15->P11
12,Priority-Greedy,20,320.0,633.3333333333331,202.22222222222223,248.85529637143196,80.0,"P3,P20,P7,P10",50.0,130.83333333333331,1,29.650776996277273,P16->P18->P6->P20->P4->P7->P19->P3->P12->P10->P13->P5->P2->P14->P9->P17->P1->P15->P8->P11
12,Deadline-Greedy,20,293.0,588.3333333333334,199.25925925925924,238.84332079299355,60.0,"P3,P20,P7,P10",75.0,85.41666666666666,1,29.880594986025244,P16->P18->P6->P10->P20->P4->P7->P19->P3->P14->P5->P13->P12->P15->P17->P1->P2->P9->P11->P8
13,AStarOnly,20,191.0,418.33333333333337,223.0,179.83596181026167,20.0,"P11,P18,P12,P7",50.0,165.83333333333334,0,37.954503030050546,P8->P13->P10->P16->P11->P9->P18->P1->P6->P14->P3->P19->P4->P17->P12->P5->P2->P15->P7->P20
13,Proposed-Balanced,20,253.0,521.6666666666667,205.66666666666669,227.0277312273644,20.0,"P11,P18,P12,P7",75.0,112.91666666666667,1,37.18127898173407,P8->P13->P10->P11->P12->P4->P7->P6->P18->P14->P3->P9->P2->P5->P17->P19->P1->P15->P16->P20
13,RH-v2-Full,20,207.0,445.0,168.66666666666666,171.89220947756013,20.0,"P11,P18,P12,P7",75.0,100.83333333333333,1,747.6850019884296,P8->P13->P10->P11->P9->P18->P7->P6->P14->P3->P4->P17->P12->P2->P5->P16->P20->P15->P1->P19
13,RH-v2-Light,20,216.0,460.0,164.33333333333331,174.48202839120077,20.0,"P11,P18,P12,P7",75.0,99.58333333333334,1,358.6448269779794,P13->P8->P10->P11->P9->P18->P7->P6->P14->P3->P4->P12->P2->P5->P16->P20->P15->P1->P19->P17
13,DRF-RH-Full,20,215.0,458.3333333333333,148.66666666666669,194.01851994766727,40.0,"P12,P18,P13,P7",50.0,128.33333333333334,1,102.06497099716216,P10->P11->P9->P18->P7->P6->P14->P3->P4->P17->P12->P2->P5->P16->P8->P13->P20->P15->P1->P19
13,DRF-RH-Light,20,242.0,503.33333333333337,166.33333333333331,177.9055284459808,20.0,"P11,P18,P12,P7",75.0,100.83333333333333,1,69.18556499294937,P13->P8->P10->P11->P9->P18->P7->P6->P14->P3->P19->P4->P12->P2->P5->P16->P15->P1->P20->P17
13,Priority-Greedy,20,288.0,580.0,187.0,282.79420219464726,60.0,"P12,P18,P13,P10",50.0,108.75,1,36.76612098934129,P4->P3->P7->P18->P9->P12->P2->P11->P10->P13->P8->P20->P16->P15->P14->P6->P1->P19->P17->P5
13,Deadline-Greedy,20,290.0,583.3333333333333,174.99999999999994,279.05475758547044,60.0,"P12,P18,P13,P10",50.0,122.0833333333333,1,37.009073013905436,P7->P4->P3->P18->P9->P12->P2->P11->P10->P13->P8->P20->P16->P15->P6->P14->P1->P19->P17->P5
14,AStarOnly,20,197.0,428.33333333333337,210.55555555555557,195.41763361254834,20.0,"P8,P10,P9,P15",50.0,192.5,0,32.6848870026879,P2->P11->P3->P7->P18->P9->P10->P14->P12->P19->P17->P6->P13->P1->P16->P15->P4->P5->P20->P8
14,Proposed-Balanced,20,245.0,508.3333333333333,150.27777777777777,203.71098113421678,80.0,"P6,P8,P7,P13",50.0,129.16666666666666,1,32.50143997138366,P11->P20->P15->P17->P19->P6->P13->P14->P10->P12->P9->P18->P8->P7->P3->P2->P4->P5->P1->P16
14,RH-v2-Full,20,270.0,550.0,170.2777777777778,219.70819482630588,60.0,"P6,P8,P7,P15",50.0,166.25,1,750.8789139683358,P11->P14->P12->P19->P6->P15->P4->P17->P10->P9->P18->P7->P3->P20->P5->P13->P1->P16->P8->P2
14,RH-v2-Light,20,243.0,504.99999999999994,178.88888888888889,212.18548836645246,60.0,"P6,P8,P7,P15",50.0,173.74999999999997,1,353.33003400592133,P11->P14->P12->P19->P6->P17->P15->P4->P10->P9->P18->P7->P3->P2->P20->P5->P13->P1->P16->P8
14,DRF-RH-Full,20,277.0,561.6666666666666,155.55555555555554,208.39925567622294,60.0,"P6,P8,P7,P15",50.0,190.0,1,93.60849903896451,P11->P12->P14->P19->P6->P17->P15->P4->P10->P16->P13->P9->P18->P7->P3->P2->P20->P5->P8->P1
14,DRF-RH-Light,20,259.0,531.6666666666667,144.44444444444446,194.77501775963378,60.0,"P6,P8,P7,P15",25.0,186.66666666666669,1,63.797712966334075,P11->P14->P12->P19->P17->P15->P4->P6->P13->P16->P10->P9->P18->P7->P3->P2->P20->P5->P8->P1
14,Priority-Greedy,20,297.0,595.0000000000001,153.33333333333337,248.75602934487054,60.0,"P6,P8,P7,P12",50.0,125.83333333333337,1,34.560028987471014,P15->P19->P14->P12->P17->P6->P16->P10->P7->P11->P20->P4->P9->P8->P18->P3->P2->P5->P13->P1
14,Deadline-Greedy,20,277.0,561.6666666666669,153.33333333333337,235.93948015493234,60.0,"P6,P8,P7,P12",50.0,137.50000000000003,1,33.63264596555382,P15->P19->P14->P12->P17->P6->P16->P10->P7->P11->P20->P4->P5->P2->P3->P8->P9->P18->P13->P1
15,AStarOnly,20,183.0,405.0,200.41666666666666,162.51697887093232,0.0,"P14,P19,P17,P1",0.0,212.91666666666669,0,30.49420000752434,P16->P7->P11->P2->P6->P20->P4->P12->P19->P17->P8->P3->P15->P5->P13->P10->P18->P9->P1->P14
15,Proposed-Balanced,20,264.0,540.0,130.83333333333334,231.32694230871417,60.0,"P14,P18,P16,P1",50.0,137.91666666666669,1,30.33800603589043,P20->P6->P4->P18->P13->P10->P16->P14->P1->P8->P19->P3->P17->P12->P7->P2->P11->P15->P5->P9
15,RH-v2-Full,20,258.0,530.0,89.16666666666667,203.74434749893123,60.0,"P14,P18,P16,P1",50.0,182.9166666666667,1,632.1336820255965,P6->P20->P4->P13->P19->P14->P16->P7->P1->P17->P8->P3->P12->P18->P10->P2->P11->P5->P15->P9
15,RH-v2-Light,20,252.0,520.0,108.33333333333333,199.68058185758588,60.0,"P14,P18,P16,P1",0.0,195.41666666666666,1,329.2628009803593,P6->P20->P4->P13->P19->P8->P17->P7->P16->P14->P1->P3->P12->P18->P10->P5->P15->P9->P11->P2
15,DRF-RH-Full,20,250.0,516.6666666666667,103.75000000000001,203.09897044015673,60.0,"P14,P18,P16,P1",0.0,187.08333333333331,1,84.34153697453439,P20->P4->P13->P19->P17->P8->P6->P7->P16->P14->P1->P3->P12->P18->P10->P2->P11->P15->P5->P9
15,DRF-RH-Light,20,250.0,516.6666666666667,103.75000000000001,205.94181772408294,60.0,"P14,P18,P16,P1",0.0,198.74999999999997,1,58.95484599750489,P20->P4->P13->P19->P8->P17->P6->P7->P16->P14->P1->P3->P15->P5->P10->P18->P2->P11->P12->P9
15,Priority-Greedy,20,264.0,539.9999999999999,92.08333333333334,223.2385226194192,60.0,"P14,P18,P16,P1",75.0,150.41666666666666,1,29.838839953299612,P20->P4->P13->P6->P16->P14->P1->P19->P8->P17->P7->P18->P10->P12->P11->P2->P3->P15->P5->P9
15,Deadline-Greedy,20,264.0,539.9999999999999,92.08333333333334,223.2385226194192,60.0,"P14,P18,P16,P1",75.0,150.41666666666666,1,30.16806102823466,P20->P4->P13->P6->P16->P14->P1->P19->P8->P17->P7->P18->P10->P12->P11->P2->P3->P15->P5->P9
16,AStarOnly,20,195.0,425.0,425.0,224.45524062374187,0.0,"P5,P11,P7,P15",25.0,115.83333333333333,0,29.845943965483457,P6->P13->P10->P11->P19->P14->P12->P5->P2->P1->P18->P7->P16->P15->P17->P8->P20->P3->P9->P4
16,Proposed-Balanced,20,265.0,541.6666666666666,113.33333333333334,262.51236998097653,20.0,"P5,P9,P6,P13",25.0,211.66666666666669,1,32.24641899578273,P16->P18->P12->P19->P4->P5->P14->P1->P11->P9->P20->P3->P2->P15->P6->P13->P10->P7->P8->P17
16,RH-v2-Full,20,217.0,461.6666666666667,143.33333333333334,218.05338382068464,0.0,"P5,P9,P6,P12",50.0,98.33333333333334,1,661.926886998117,P16->P15->P18->P12->P5->P19->P4->P11->P9->P20->P3->P14->P2->P1->P6->P13->P10->P7->P8->P17
16,RH-v2-Light,20,233.0,488.3333333333333,178.33333333333334,234.31332321802572,0.0,"P5,P9,P6,P12",75.0,90.41666666666666,1,297.09423205349594,P16->P15->P18->P12->P5->P9->P20->P4->P11->P19->P14->P3->P2->P1->P6->P17->P8->P7->P13->P10
16,DRF-RH-Full,20,205.0,441.66666666666674,125.00000000000001,221.70146914639994,0.0,"P5,P9,P6,P12",25.0,136.25,1,95.65495100105181,P16->P15->P18->P12->P19->P4->P14->P9->P20->P3->P5->P2->P1->P11->P10->P13->P6->P17->P8->P7
16,DRF-RH-Light,20,199.0,431.66666666666674,143.33333333333334,210.65458348027548,0.0,"P5,P9,P6,P12",50.0,126.6666666666667,1,63.42069304082543,P16->P15->P18->P12->P5->P19->P4->P11->P14->P3->P20->P9->P2->P1->P7->P8->P17->P6->P13->P10
16,Priority-Greedy,20,279.0,565.0,70.0,261.3669046260745,20.0,"P6,P10,P7,P14",50.0,190.41666666666669,1,30.785333015955985,P4->P19->P11->P10->P7->P18->P15->P16->P17->P8->P12->P14->P20->P9->P3->P5->P1->P6->P13->P2
16,Deadline-Greedy,20,250.0,516.6666666666666,70.0,245.63841816907615,20.0,"P6,P10,P7,P14",50.0,161.66666666666666,1,30.915283015929163,P4->P19->P11->P14->P20->P7->P18->P15->P16->P17->P8->P12->P10->P13->P6->P1->P2->P5->P3->P9
17,AStarOnly,20,161.0,368.3333333333333,368.3333333333333,212.6255228710557,0.0,"P15,P11,P2,P8",0.0,140.0,0,28.189281991217285,P9->P10->P6->P3->P14->P19->P1->P15->P17->P13->P7->P4->P8->P11->P5->P2->P16->P20->P12->P18
17,Proposed-Balanced,20,223.0,471.66666666666674,266.6666666666667,237.94969872722675,0.0,"P15,P11,P2,P8",50.0,174.16666666666669,1,28.52634299779311,P10->P9->P5->P11->P2->P20->P12->P16->P18->P1->P15->P14->P3->P6->P17->P7->P13->P4->P8->P19
17,RH-v2-Full,20,174.0,389.99999999999994,300.0,198.17627316507938,0.0,"P15,P9,P3,P8",25.0,136.25,1,498.0395070160739,P10->P12->P2->P16->P20->P9->P5->P11->P8->P4->P3->P14->P1->P15->P18->P17->P19->P6->P13->P7
17,RH-v2-Light,20,196.0,426.6666666666667,251.66666666666666,205.0482242690821,0.0,"P15,P10,P3,P9",50.0,103.33333333333331,1,247.08267103414983,P5->P12->P2->P20->P16->P9->P10->P3->P14->P1->P17->P18->P15->P4->P8->P11->P6->P19->P13->P7
17,DRF-RH-Full,20,191.0,418.3333333333334,315.00000000000006,210.86513154618106,0.0,"P15,P9,P3,P8",25.0,140.41666666666669,1,82.28023996343836,P10->P12->P2->P16->P20->P9->P5->P8->P4->P17->P1->P14->P3->P19->P15->P18->P13->P7->P6->P11
17,DRF-RH-Light,20,207.0,445.0000000000001,353.3333333333334,204.56650210702216,0.0,"P15,P9,P2,P8",25.0,155.00000000000003,1,58.938567992299795,P5->P10->P12->P2->P16->P20->P14->P1->P15->P17->P4->P8->P11->P6->P3->P19->P18->P13->P7->P9
17,Priority-Greedy,20,234.0,490.0,156.66666666666669,222.4144459865348,20.0,"P15,P9,P2,P8",25.0,182.5,1,29.405381996184587,P5->P11->P12->P2->P18->P17->P1->P10->P9->P20->P16->P8->P4->P3->P14->P15->P19->P6->P13->P7
17,Deadline-Greedy,20,232.0,486.66666666666663,293.3333333333333,223.43334156889063,0.0,"P15,P9,P2,P8",50.0,131.66666666666663,1,29.176159005146474,P5->P11->P12->P2->P20->P10->P9->P8->P4->P17->P18->P1->P14->P3->P16->P15->P19->P6->P13->P7
18,AStarOnly,20,184.0,406.66666666666663,267.77777777777777,182.4900441149442,0.0,"P4,P7,P5,P10",0.0,187.5,0,41.92679200787097,P9->P18->P12->P6->P8->P14->P11->P10->P16->P5->P19->P15->P3->P1->P13->P4->P17->P20->P7->P2
18,Proposed-Balanced,20,252.0,520.0000000000001,223.8888888888889,224.6880731079512,20.0,"P4,P8,P5,P11",25.0,186.66666666666669,1,44.638167950324714,P18->P9->P7->P5->P19->P15->P3->P1->P16->P10->P14->P11->P8->P12->P6->P20->P4->P17->P13->P2
18,RH-v2-Full,20,279.0,565.0,130.55555555555554,229.51515317903534,40.0,"P4,P8,P5,P10",75.0,73.75,1,801.3327100197785,P18->P7->P16->P5->P10->P14->P8->P1->P3->P4->P17->P6->P12->P20->P2->P19->P15->P11->P9->P13
18,RH-v2-Light,20,222.0,469.99999999999994,171.66666666666663,191.1375495484814,40.0,"P5,P9,P6,P11",25.0,130.41666666666663,1,369.3337590084411,P18->P7->P2->P16->P5->P19->P15->P3->P1->P11->P14->P6->P12->P9->P20->P8->P4->P17->P13->P10
18,DRF-RH-Full,20,277.0,561.6666666666666,142.77777777777777,221.21871526788235,40.0,"P4,P8,P5,P10",75.0,82.91666666666666,1,103.34901901660487,P18->P7->P16->P5->P10->P14->P8->P6->P12->P1->P3->P4->P17->P19->P15->P11->P2->P20->P9->P13
18,DRF-RH-Light,20,243.0,505.0,145.55555555555554,217.4365105274205,40.0,"P4,P8,P5,P10",50.0,93.33333333333331,1,76.30335300927982,P18->P7->P16->P5->P10->P14->P6->P12->P8->P11->P1->P3->P4->P17->P13->P19->P15->P2->P20->P9
18,Priority-Greedy,20,339.0,665.0000000000001,103.8888888888889,287.1965303655261,60.0,"P4,P9,P6,P11",50.0,211.66666666666669,1,40.938345016911626,P7->P16->P5->P4->P18->P6->P14->P3->P19->P15->P1->P11->P12->P9->P20->P2->P10->P17->P13->P8
18,Deadline-Greedy,20,297.0,595.0000000000001,103.8888888888889,276.0518701520308,60.0,"P4,P9,P6,P11",75.0,132.91666666666669,1,42.562899994663894,P7->P16->P5->P4->P6->P18->P9->P14->P11->P3->P1->P19->P15->P10->P2->P12->P20->P8->P13->P17
19,AStarOnly,20,155.0,358.33333333333337,286.6666666666667,206.36070486299735,0.0,"P7,P1,P8,P12",0.0,192.08333333333334,0,32.38822502316907,P15->P17->P14->P3->P5->P2->P6->P7->P19->P9->P8->P12->P20->P10->P16->P11->P13->P18->P4->P1
19,Proposed-Balanced,20,223.0,471.6666666666667,81.0,209.36845230630757,80.0,"P8,P1,P9,P13",50.0,141.25,1,34.22888298518956,P4->P16->P18->P10->P20->P8->P9->P12->P13->P11->P2->P3->P17->P15->P14->P5->P1->P6->P7->P19
19,RH-v2-Full,20,202.0,436.66666666666663,68.33333333333334,181.64519229260097,80.0,"P8,P1,P9,P13",50.0,159.16666666666663,1,722.3101480049081,P4->P18->P16->P11->P20->P8->P13->P2->P14->P15->P17->P3->P5->P1->P10->P12->P9->P19->P6->P7
19,RH-v2-Light,20,208.0,446.66666666666674,69.33333333333334,185.7405450576761,80.0,"P8,P1,P9,P13",25.0,170.00000000000003,1,326.18635398102924,P4->P18->P16->P10->P20->P12->P8->P13->P2->P3->P14->P17->P15->P5->P1->P11->P19->P9->P6->P7
19,DRF-RH-Full,20,204.0,440.0,69.33333333333334,182.44140617690124,80.0,"P8,P1,P9,P13",25.0,165.41666666666663,1,89.372836984694,P4->P18->P16->P11->P20->P12->P8->P13->P2->P14->P3->P15->P17->P5->P1->P10->P9->P19->P6->P7
19,DRF-RH-Light,20,206.0,443.3333333333333,69.33333333333334,185.1213507959886,80.0,"P8,P1,P9,P13",25.0,196.25,1,62.32655898202211,P4->P18->P16->P10->P20->P12->P8->P13->P11->P2->P3->P14->P17->P15->P5->P1->P6->P7->P19->P9
19,Priority-Greedy,20,260.0,533.3333333333333,88.0,216.49667995761843,80.0,"P8,P1,P9,P13",50.0,197.91666666666663,1,33.385988033842295,P4->P16->P20->P8->P11->P18->P1->P3->P2->P15->P6->P7->P13->P10->P5->P17->P14->P19->P9->P12
19,Deadline-Greedy,20,260.0,533.3333333333333,93.0,219.6820788669528,80.0,"P8,P1,P9,P13",50.0,103.33333333333333,1,33.864096039906144,P4->P16->P20->P8->P9->P11->P18->P1->P3->P2->P15->P6->P13->P10->P5->P17->P14->P7->P19->P12
20,AStarOnly,20,157.0,361.6666666666667,138.33333333333331,180.43325678734055,40.0,"P16,P10,P20,P18",50.0,134.58333333333334,0,29.556196997873485,P19->P17->P15->P4->P16->P10->P7->P9->P6->P14->P1->P20->P2->P11->P3->P5->P13->P8->P12->P18
20,Proposed-Balanced,20,230.0,483.3333333333333,179.0,210.21489662373892,60.0,"P16,P10,P20,P18",50.0,145.41666666666666,1,34.752810024656355,P19->P17->P15->P18->P20->P2->P1->P7->P9->P4->P10->P6->P16->P13->P8->P12->P3->P11->P5->P14
20,RH-v2-Full,20,189.0,414.99999999999994,118.66666666666667,171.16032745212814,60.0,"P16,P10,P20,P18",50.0,86.25,1,581.3542890246026,P17->P19->P15->P9->P7->P10->P18->P16->P1->P20->P2->P11->P3->P5->P13->P12->P4->P6->P14->P8
20,RH-v2-Light,20,198.0,429.99999999999994,106.33333333333334,177.25818001268817,60.0,"P16,P10,P20,P18",50.0,85.41666666666669,1,275.5033010034822,P17->P19->P15->P9->P7->P10->P16->P18->P11->P20->P2->P1->P14->P13->P8->P12->P4->P6->P3->P5
20,DRF-RH-Full,20,186.0,410.0,122.66666666666667,172.30185554222405,60.0,"P16,P10,P20,P18",25.0,192.08333333333337,1,85.07611800450832,P17->P19->P15->P9->P7->P20->P2->P1->P14->P16->P4->P18->P12->P13->P8->P11->P5->P3->P10->P6
20,DRF-RH-Light,20,190.0,416.6666666666667,119.66666666666667,170.94328225465037,60.0,"P16,P10,P20,P18",25.0,192.91666666666669,1,58.32396005280316,P17->P19->P15->P9->P7->P20->P2->P1->P14->P10->P4->P18->P12->P13->P11->P3->P5->P8->P16->P6
20,Priority-Greedy,20,243.0,505.0,134.0,200.5097039013389,60.0,"P16,P10,P20,P18",50.0,187.5,1,30.72462702402845,P17->P15->P19->P20->P2->P1->P18->P7->P9->P11->P5->P13->P10->P16->P4->P12->P8->P14->P6->P3
20,Deadline-Greedy,20,212.0,453.33333333333326,140.33333333333331,199.19920658710683,60.0,"P16,P10,P20,P18",50.0,135.00000000000003,1,32.111831998918205,P17->P15->P19->P20->P2->P1->P18->P7->P9->P10->P16->P13->P11->P5->P3->P8->P12->P4->P14->P6
21,AStarOnly,20,168.0,380.0,176.94444444444443,174.53489669854523,20.0,"P20,P11,P15,P17",25.0,152.08333333333334,0,28.513944009318948,P16->P12->P18->P15->P10->P8->P2->P1->P9->P19->P11->P7->P5->P3->P13->P17->P6->P20->P4->P14
21,Proposed-Balanced,20,252.0,520.0000000000001,157.22222222222226,200.18706650268172,40.0,"P20,P13,P17,P18",50.0,145.00000000000006,1,34.152673033531755,P8->P15->P10->P18->P12->P11->P20->P7->P5->P13->P3->P14->P17->P4->P2->P1->P9->P19->P16->P6
21,RH-v2-Full,20,220.0,466.6666666666668,146.11111111111111,176.80390414285716,40.0,"P20,P14,P17,P18",25.0,134.58333333333334,1,613.5158379911445,P12->P8->P10->P15->P7->P20->P4->P5->P14->P13->P17->P18->P11->P19->P9->P1->P2->P16->P3->P6
21,RH-v2-Light,20,232.0,486.6666666666668,145.83333333333334,176.27782464392442,40.0,"P20,P14,P17,P18",0.0,150.00000000000003,1,283.58395799295977,P12->P8->P10->P15->P2->P7->P5->P14->P13->P17->P20->P4->P11->P18->P1->P9->P19->P16->P3->P6
21,DRF-RH-Full,20,208.0,446.6666666666667,140.55555555555554,163.24941245457973,40.0,"P20,P14,P17,P18",25.0,187.91666666666666,1,86.00750501500443,P12->P8->P10->P15->P7->P20->P4->P5->P3->P13->P14->P18->P11->P19->P9->P1->P2->P16->P17->P6
21,DRF-RH-Light,20,217.0,461.66666666666663,140.0,165.928944393623,40.0,"P20,P14,P17,P18",25.0,192.49999999999997,1,56.244636012706906,P12->P8->P10->P15->P7->P20->P4->P5->P3->P13->P14->P2->P1->P9->P11->P18->P16->P17->P6->P19
21,Priority-Greedy,20,308.0,613.3333333333334,130.83333333333334,233.37218935615866,100.0,"P20,P14,P17,P18",25.0,189.58333333333331,1,28.90648494940251,P8->P12->P11->P20->P5->P13->P7->P15->P18->P10->P14->P17->P3->P4->P2->P1->P9->P19->P16->P6
21,Deadline-Greedy,20,277.0,561.6666666666667,133.61111111111111,223.69381204623116,80.0,"P20,P14,P17,P18",25.0,136.66666666666666,1,28.475947037804872,P8->P12->P11->P20->P7->P5->P13->P14->P17->P18->P15->P10->P2->P1->P9->P19->P4->P3->P6->P16
22,AStarOnly,20,220.0,466.6666666666667,276.6666666666667,231.75753780772646,20.0,"P7,P13,P1,P11",25.0,185.41666666666669,0,33.15024799667299,P14->P20->P12->P6->P2->P7->P3->P18->P11->P15->P19->P13->P16->P4->P8->P9->P17->P1->P5->P10
22,Proposed-Balanced,20,257.0,528.3333333333333,205.00000000000003,196.1221473584443,40.0,"P9,P15,P1,P13",50.0,137.08333333333331,1,34.5571719808504,P14->P2->P6->P7->P13->P16->P15->P1->P10->P5->P19->P17->P18->P3->P9->P11->P12->P20->P4->P8
22,RH-v2-Full,20,253.0,521.6666666666666,200.83333333333331,207.33182376605262,40.0,"P10,P15,P1,P14",75.0,95.41666666666667,1,716.8288530083373,P2->P6->P7->P13->P15->P1->P10->P5->P14->P12->P11->P18->P4->P19->P17->P16->P8->P3->P9->P20
22,RH-v2-Light,20,221.0,468.3333333333333,162.91666666666669,196.39600670310375,40.0,"P8,P15,P1,P13",75.0,93.75000000000001,1,318.21663200389594,P14->P12->P6->P13->P15->P1->P5->P10->P17->P16->P8->P3->P7->P9->P2->P11->P18->P4->P19->P20
22,DRF-RH-Full,20,222.0,470.0,125.0,178.84186061833054,40.0,"P10,P15,P1,P14",25.0,130.0,1,88.02901895251125,P6->P2->P9->P7->P16->P13->P15->P1->P5->P10->P14->P20->P12->P11->P18->P19->P17->P4->P8->P3
22,DRF-RH-Light,20,233.0,488.33333333333337,156.66666666666669,199.8807963752071,40.0,"P9,P14,P1,P13",50.0,154.16666666666669,1,66.18819496361539,P2->P6->P18->P13->P15->P1->P5->P10->P17->P16->P7->P9->P3->P11->P12->P14->P20->P19->P4->P8
22,Priority-Greedy,20,339.0,665.0,176.66666666666669,253.17623048680886,40.0,"P9,P15,P1,P14",75.0,112.08333333333334,1,32.21696201944724,P2->P6->P13->P15->P14->P9->P10->P1->P5->P17->P16->P7->P18->P11->P12->P3->P8->P19->P4->P20
22,Deadline-Greedy,20,321.0,635.0,177.91666666666669,239.745196083188,40.0,"P9,P15,P1,P14",75.0,113.33333333333334,1,32.49128902098164,P2->P6->P13->P15->P14->P9->P7->P10->P1->P5->P17->P16->P18->P11->P12->P3->P8->P19->P4->P20
23,AStarOnly,20,151.0,351.6666666666667,212.5,206.33745764216368,20.0,"P19,P14,P17,P11",50.0,151.25,0,31.245441001374274,P7->P15->P2->P3->P17->P11->P6->P18->P12->P13->P9->P5->P10->P4->P20->P16->P14->P1->P19->P8
23,Proposed-Balanced,20,311.0,618.3333333333333,245.41666666666669,263.4206899016985,80.0,"P19,P15,P17,P10",50.0,132.08333333333331,1,31.829882005695254,P13->P1->P12->P19->P15->P11->P6->P18->P14->P5->P10->P4->P9->P17->P8->P2->P7->P3->P20->P16
23,RH-v2-Full,20,190.0,416.6666666666667,150.41666666666669,176.20872973435263,80.0,"P18,P13,P16,P10",50.0,82.08333333333333,1,577.8352789930068,P15->P19->P1->P13->P12->P10->P5->P9->P4->P20->P16->P18->P6->P11->P14->P8->P17->P3->P2->P7
23,RH-v2-Light,20,229.0,481.66666666666674,143.54166666666669,178.11167382708842,80.0,"P18,P13,P16,P10",50.0,146.66666666666666,1,282.68683195346966,P15->P19->P1->P13->P12->P10->P5->P4->P20->P18->P6->P11->P14->P9->P8->P17->P3->P2->P7->P16
23,DRF-RH-Full,20,225.0,475.0000000000001,140.20833333333334,174.11386174221448,80.0,"P18,P13,P16,P10",50.0,147.50000000000003,1,89.73119303118438,P15->P19->P1->P12->P13->P5->P10->P4->P20->P18->P6->P11->P14->P9->P8->P17->P3->P2->P7->P16
23,DRF-RH-Light,20,225.0,475.00000000000006,145.83333333333334,174.9666710556932,80.0,"P18,P13,P16,P10",50.0,147.08333333333334,1,55.612344993278384,P15->P19->P1->P13->P12->P10->P5->P9->P4->P20->P18->P6->P11->P14->P8->P17->P3->P2->P7->P16
23,Priority-Greedy,20,273.0,555.0,143.33333333333334,210.26974309150035,80.0,"P19,P14,P17,P9",25.0,156.66666666666669,1,30.197680986020714,P15->P13->P12->P19->P1->P8->P4->P20->P5->P9->P14->P18->P6->P17->P11->P10->P16->P7->P2->P3
23,Deadline-Greedy,20,281.0,568.3333333333333,163.75,216.28999490168445,80.0,"P19,P14,P17,P9",50.0,117.49999999999999,1,31.10235696658492,P15->P13->P12->P19->P1->P8->P17->P14->P4->P20->P5->P9->P10->P18->P6->P11->P2->P7->P3->P16
24,AStarOnly,20,154.0,356.66666666666674,164.54545454545453,150.66922791004328,60.0,"P19,P16,P8,P2",25.0,135.83333333333337,0,30.662199016660452,P6->P12->P14->P16->P10->P9->P3->P11->P17->P15->P20->P2->P4->P7->P19->P5->P18->P8->P13->P1
24,Proposed-Balanced,20,190.0,416.66666666666674,185.3030303030303,180.2319204230519,60.0,"P19,P16,P8,P2",100.0,56.25,1,30.20406496943906,P6->P12->P14->P16->P2->P19->P8->P11->P17->P9->P10->P4->P15->P20->P3->P7->P18->P5->P13->P1
24,RH-v2-Full,20,219.0,465.00000000000006,150.90909090909093,172.1048742207616,100.0,"P19,P16,P8,P2",75.0,74.16666666666669,1,603.6300980485976,P6->P14->P10->P2->P8->P19->P11->P9->P17->P15->P12->P16->P4->P7->P18->P5->P1->P13->P3->P20
24,RH-v2-Light,20,197.0,428.33333333333337,157.42424242424244,160.6250640072135,60.0,"P19,P16,P8,P2",100.0,52.083333333333336,1,252.58564302930608,P12->P6->P14->P16->P2->P8->P19->P10->P9->P11->P17->P15->P4->P7->P18->P5->P1->P13->P3->P20
24,DRF-RH-Full,20,201.0,435.00000000000006,139.84848484848487,164.4766148111761,100.0,"P19,P16,P8,P2",75.0,78.33333333333334,1,85.40810999693349,P6->P14->P10->P2->P8->P19->P7->P4->P9->P11->P17->P15->P12->P16->P13->P1->P18->P5->P3->P20
24,DRF-RH-Light,20,195.0,425.0,152.12121212121212,154.85811344290443,60.0,"P19,P16,P8,P2",75.0,55.833333333333336,1,53.86163800721988,P12->P6->P14->P16->P10->P2->P8->P19->P7->P9->P11->P17->P15->P4->P18->P5->P1->P13->P3->P20
24,Priority-Greedy,20,297.0,595.0,227.87878787878788,263.06794718422685,100.0,"P18,P15,P9,P3",75.0,176.66666666666663,1,29.595050029456615,P19->P2->P8->P18->P15->P9->P11->P17->P10->P14->P6->P12->P1->P4->P16->P13->P5->P7->P3->P20
