seed,method,completed_task_num,total_path_length,total_inspection_time,high_priority_avg_response_time,priority_weighted_completion_time,high_priority_top5_rate,abnormal_task_ids,abnormal_priority_rate,abnormal_avg_response_time,replanning_count,algorithm_runtime_ms,task_sequence
24,RH-v2-Full,20,219.0,465.00000000000006,150.90909090909093,172.1048742207616,100.0,"P19,P16,P8,P2",75.0,74.16666666666669,1,594.0096609992906,P6->P14->P10->P2->P8->P19->P11->P9->P17->P15->P12->P16->P4->P7->P18->P5->P1->P13->P3->P20
24,RH-v2-Light,20,197.0,428.33333333333337,157.42424242424244,160.6250640072135,60.0,"P19,P16,P8,P2",100.0,52.083333333333336,1,258.5889449692331,P12->P6->P14->P16->P2->P8->P19->P10->P9->P11->P17->P15->P4->P7->P18->P5->P1->P13->P3->P20
25,AStarOnly,20,184.0,406.6666666666666,148.74999999999997,166.02857600162218,60.0,"P13,P4,P9,P5",50.0,115.41666666666664,0,31.579371949192137,P2->P18->P15->P11->P19->P5->P9->P14->P4->P6->P1->P16->P3->P20->P17->P12->P10->P13->P7->P8
25,Proposed-Balanced,20,222.0,470.0,165.62499999999997,191.45131976555103,60.0,"P13,P4,P9,P5",75.0,80.83333333333333,1,34.33896595379338,P2->P18->P16->P4->P9->P5->P15->P19->P11->P10->P12->P7->P8->P13->P6->P1->P3->P14->P20->P17
25,RH-v2-Full,20,206.0,443.3333333333333,133.54166666666666,184.81872510111492,100.0,"P13,P3,P8,P4",50.0,118.75,1,686.554090003483,P18->P15->P11->P4->P16->P3->P1->P5->P12->P7->P8->P13->P10->P19->P9->P2->P14->P6->P20->P17
25,RH-v2-Light,20,226.0,476.66666666666663,140.625,194.88653071795227,100.0,"P13,P3,P8,P4",50.0,130.83333333333334,1,320.42577798711136,P18->P15->P11->P4->P16->P3->P1->P6->P5->P12->P19->P13->P10->P8->P7->P9->P2->P14->P20->P17
26,AStarOnly,20,147.0,345.0,126.66666666666667,137.1042983330332,20.0,"P8,P13,P16,P9",25.0,114.58333333333334,0,30.106873949989676,P1->P15->P7->P19->P12->P4->P9->P8->P17->P5->P13->P2->P10->P16->P11->P20->P18->P6->P3->P14
26,Proposed-Balanced,20,205.0,441.6666666666667,102.77777777777779,154.84679714752167,20.0,"P7,P12,P14,P8",50.0,180.0,1,30.47870099544525,P1->P15->P19->P12->P4->P9->P8->P17->P2->P20->P16->P13->P5->P10->P11->P7->P14->P6->P18->P3
26,RH-v2-Full,20,169.0,381.6666666666667,108.88888888888887,146.89326499696173,20.0,"P8,P13,P16,P9",75.0,54.58333333333333,1,525.8567260461859,P1->P15->P4->P9->P13->P8->P17->P5->P2->P10->P16->P20->P11->P19->P12->P18->P6->P3->P14->P7
26,RH-v2-Light,20,169.0,381.6666666666667,108.88888888888887,146.89326499696173,20.0,"P8,P13,P16,P9",75.0,54.58333333333333,1,250.60937798116356,P1->P15->P4->P9->P13->P8->P17->P5->P2->P10->P16->P20->P11->P19->P12->P18->P6->P3->P14->P7
27,AStarOnly,20,163.0,371.6666666666667,241.66666666666669,220.54240105862525,0.0,"P5,P12,P20,P1",25.0,163.75000000000003,0,39.65049498947337,P7->P16->P13->P3->P1->P6->P2->P10->P18->P12->P11->P20->P17->P8->P19->P14->P15->P5->P9->P4
27,Proposed-Balanced,20,236.0,493.3333333333333,208.0,250.75447911726982,40.0,"P8,P14,P20,P4",50.0,103.74999999999999,1,41.85169900301844,P2->P3->P1->P14->P19->P8->P17->P20->P18->P5->P4->P9->P15->P12->P11->P10->P6->P7->P16->P13
27,RH-v2-Full,20,244.0,506.66666666666674,134.33333333333331,210.37266673030607,80.0,"P6,P13,P20,P1",0.0,202.5,1,827.7016060310416,P2->P10->P18->P19->P15->P14->P5->P9->P17->P20->P11->P12->P6->P3->P13->P1->P4->P8->P7->P16
27,RH-v2-Light,20,241.0,501.6666666666667,164.33333333333334,216.84838265262238,60.0,"P6,P13,P20,P1",0.0,205.83333333333331,1,390.0871860096231,P2->P10->P18->P14->P15->P5->P19->P9->P17->P20->P11->P12->P6->P3->P13->P1->P16->P7->P8->P4
28,AStarOnly,20,189.0,415.0,139.25925925925924,154.20353997824085,40.0,"P3,P15,P4,P2",0.0,167.08333333333331,0,32.84584800712764,P13->P6->P11->P18->P14->P5->P8->P10->P3->P1->P2->P20->P9->P16->P15->P4->P7->P19->P12->P17
28,Proposed-Balanced,20,223.0,471.6666666666668,161.4814814814815,186.87093040589056,40.0,"P3,P14,P4,P2",75.0,91.25,1,33.09092199197039,P13->P18->P6->P11->P14->P3->P2->P9->P20->P16->P4->P15->P1->P8->P10->P5->P19->P12->P7->P17
28,RH-v2-Full,20,241.0,501.66666666666663,96.85185185185186,167.98571664464103,100.0,"P3,P14,P4,P2",50.0,110.41666666666664,1,615.3206790331751,P13->P18->P5->P3->P2->P20->P9->P16->P10->P8->P14->P7->P4->P15->P1->P19->P12->P6->P11->P17
28,RH-v2-Light,20,239.0,498.33333333333326,96.85185185185186,168.438099141023,100.0,"P3,P14,P4,P2",50.0,108.74999999999999,1,297.67450998770073,P13->P18->P5->P3->P2->P20->P9->P16->P10->P8->P14->P1->P4->P15->P7->P19->P12->P6->P11->P17
29,AStarOnly,20,158.0,363.3333333333333,205.55555555555554,186.117491782272,0.0,"P7,P19,P9,P6",0.0,134.16666666666663,0,29.15958099765703,P13->P5->P16->P14->P12->P17->P4->P3->P18->P19->P6->P7->P11->P2->P9->P20->P8->P1->P10->P15
29,Proposed-Balanced,20,208.0,446.66666666666663,192.7777777777778,218.7642703754282,20.0,"P6,P19,P8,P5",75.0,90.41666666666669,1,29.133097967132926,P13->P10->P12->P5->P8->P20->P19->P7->P6->P11->P2->P17->P4->P3->P18->P1->P9->P14->P16->P15
29,RH-v2-Full,20,233.0,488.3333333333333,151.66666666666666,206.89429253000182,20.0,"P6,P19,P8,P5",50.0,113.33333333333334,1,545.6148700322956,P13->P10->P12->P20->P8->P17->P5->P2->P19->P7->P6->P3->P18->P1->P9->P15->P14->P16->P4->P11
29,RH-v2-Light,20,215.0,458.3333333333334,145.55555555555557,190.06121878546202,20.0,"P7,P19,P9,P6",25.0,122.08333333333336,1,271.21423796052113,P13->P5->P10->P12->P20->P8->P9->P17->P19->P7->P6->P3->P18->P4->P15->P14->P16->P2->P11->P1
