seed,method,completed_task_num,total_path_length,total_inspection_time,high_priority_avg_response_time,priority_weighted_completion_time,high_priority_top5_rate,abnormal_task_ids,abnormal_priority_rate,abnormal_avg_response_time,replanning_count,algorithm_runtime_ms,task_sequence
18,RH-v2-Light,20,222.0,469.99999999999994,171.66666666666663,191.1375495484814,40.0,"P5,P9,P6,P11",25.0,130.41666666666663,1,359.9609429948032,P18->P7->P2->P16->P5->P19->P15->P3->P1->P11->P14->P6->P12->P9->P20->P8->P4->P17->P13->P10
19,AStarOnly,20,155.0,358.33333333333337,286.6666666666667,206.36070486299735,0.0,"P7,P1,P8,P12",0.0,192.08333333333334,0,31.237346993293613,P15->P17->P14->P3->P5->P2->P6->P7->P19->P9->P8->P12->P20->P10->P16->P11->P13->P18->P4->P1
19,Proposed-Balanced,20,223.0,471.6666666666667,81.0,209.36845230630757,80.0,"P8,P1,P9,P13",50.0,141.25,1,32.51622099196538,P4->P16->P18->P10->P20->P8->P9->P12->P13->P11->P2->P3->P17->P15->P14->P5->P1->P6->P7->P19
19,RH-v2-Full,20,202.0,436.66666666666663,68.33333333333334,181.64519229260097,80.0,"P8,P1,P9,P13",50.0,159.16666666666663,1,672.5902130128816,P4->P18->P16->P11->P20->P8->P13->P2->P14->P15->P17->P3->P5->P1->P10->P12->P9->P19->P6->P7
19,RH-v2-Light,20,208.0,446.66666666666674,69.33333333333334,185.7405450576761,80.0,"P8,P1,P9,P13",25.0,170.00000000000003,1,303.882967971731,P4->P18->P16->P10->P20->P12->P8->P13->P2->P3->P14->P17->P15->P5->P1->P11->P19->P9->P6->P7
20,AStarOnly,20,157.0,361.6666666666667,138.33333333333331,180.43325678734055,40.0,"P16,P10,P20,P18",50.0,134.58333333333334,0,29.563535994384438,P19->P17->P15->P4->P16->P10->P7->P9->P6->P14->P1->P20->P2->P11->P3->P5->P13->P8->P12->P18
20,Proposed-Balanced,20,230.0,483.3333333333333,179.0,210.21489662373892,60.0,"P16,P10,P20,P18",50.0,145.41666666666666,1,30.331468966323882,P19->P17->P15->P18->P20->P2->P1->P7->P9->P4->P10->P6->P16->P13->P8->P12->P3->P11->P5->P14
20,RH-v2-Full,20,189.0,414.99999999999994,118.66666666666667,171.16032745212814,60.0,"P16,P10,P20,P18",50.0,86.25,1,577.4132960359566,P17->P19->P15->P9->P7->P10->P18->P16->P1->P20->P2->P11->P3->P5->P13->P12->P4->P6->P14->P8
20,RH-v2-Light,20,198.0,429.99999999999994,106.33333333333334,177.25818001268817,60.0,"P16,P10,P20,P18",50.0,85.41666666666669,1,270.716585975606,P17->P19->P15->P9->P7->P10->P16->P18->P11->P20->P2->P1->P14->P13->P8->P12->P4->P6->P3->P5
21,AStarOnly,20,168.0,380.0,176.94444444444443,174.53489669854523,20.0,"P20,P11,P15,P17",25.0,152.08333333333334,0,28.07447500526905,P16->P12->P18->P15->P10->P8->P2->P1->P9->P19->P11->P7->P5->P3->P13->P17->P6->P20->P4->P14
21,Proposed-Balanced,20,252.0,520.0000000000001,157.22222222222226,200.18706650268172,40.0,"P20,P13,P17,P18",50.0,145.00000000000006,1,28.70204800274223,P8->P15->P10->P18->P12->P11->P20->P7->P5->P13->P3->P14->P17->P4->P2->P1->P9->P19->P16->P6
21,RH-v2-Full,20,220.0,466.6666666666668,146.11111111111111,176.80390414285716,40.0,"P20,P14,P17,P18",25.0,134.58333333333334,1,606.7811939865351,P12->P8->P10->P15->P7->P20->P4->P5->P14->P13->P17->P18->P11->P19->P9->P1->P2->P16->P3->P6
