seed,method,completed_task_num,total_path_length,total_inspection_time,high_priority_avg_response_time,priority_weighted_completion_time,high_priority_top5_rate,algorithm_runtime_ms,path_redundancy_ratio,priority_response_efficiency,task_sequence
6,RH-Proposed-v2,20,219.0,465.0,157.33333333333334,167.78076812113304,40.0,737.4313269974664,1.3518518518518519,0.182648401826484,P10->P17->P5->P2->P15->P13->P20->P18->P12->P16->P14->P9->P8->P11->P3->P6->P1->P7->P4->P19
6,Priority-Greedy,20,294.0,590.0000000000001,165.33333333333334,211.86538681033258,60.0,36.937885044608265,1.8148148148148149,0.20408163265306123,P5->P10->P18->P20->P12->P16->P13->P17->P2->P3->P8->P11->P15->P19->P4->P9->P14->P7->P1->P6
6,Deadline-Greedy,20,286.0,576.6666666666669,157.33333333333337,201.25787388003886,60.0,37.66415698919445,1.7654320987654322,0.2097902097902098,P5->P10->P20->P18->P12->P16->P13->P17->P2->P3->P8->P11->P15->P19->P4->P9->P14->P7->P1->P6
6,TSP-2opt,20,147.0,345.0,156.33333333333334,173.46460796256747,40.0,42.76923002908006,0.9074074074074074,0.272108843537415,P10->P17->P19->P15->P5->P2->P6->P3->P11->P8->P1->P18->P13->P20->P4->P12->P16->P14->P9->P7
6,DRF-RH-Full,20,229.0,481.66666666666674,146.66666666666669,159.19364776908333,40.0,98.11470605200157,1.4135802469135803,0.17467248908296942,P10->P17->P5->P2->P18->P20->P13->P4->P12->P16->P9->P15->P3->P6->P11->P8->P1->P7->P14->P19
6,DRF-RH-Light,20,211.0,451.66666666666674,129.66666666666669,159.7956691607815,40.0,65.83773298189044,1.3024691358024691,0.1895734597156398,P10->P17->P5->P2->P15->P13->P20->P12->P16->P9->P18->P3->P6->P11->P8->P1->P7->P14->P4->P19
7,NNF,20,182.0,403.3333333333334,138.33333333333337,162.4629437547004,20.0,31.98416600935161,0.9680851063829787,0.10989010989010989,P12->P5->P10->P4->P15->P3->P8->P17->P18->P1->P6->P20->P19->P11->P14->P16->P2->P13->P7->P9
7,AStarOnly,20,188.0,413.33333333333337,187.91666666666666,178.74193177674218,20.0,31.821528973523527,1.0,0.10638297872340426,P12->P5->P10->P4->P15->P13->P7->P2->P16->P14->P11->P19->P20->P6->P18->P17->P8->P1->P3->P9
7,Proposed-Balanced,20,274.0,556.6666666666666,197.0833333333333,233.44577300440085,40.0,32.48931496636942,1.4574468085106382,0.145985401459854,P12->P20->P6->P18->P15->P13->P7->P4->P16->P11->P14->P2->P10->P1->P5->P8->P3->P17->P19->P9
7,RH-Proposed-v2,20,212.0,453.3333333333333,84.58333333333334,167.913434817087,40.0,683.8358649984002,1.127659574468085,0.18867924528301888,P12->P3->P15->P13->P16->P11->P20->P6->P4->P10->P5->P1->P18->P17->P8->P7->P2->P14->P9->P19
7,Priority-Greedy,20,286.0,576.6666666666666,87.08333333333334,218.96582668651658,60.0,31.1550329788588,1.5212765957446808,0.2097902097902098,P12->P20->P11->P13->P15->P3->P6->P4->P16->P14->P9->P5->P10->P1->P18->P17->P8->P2->P7->P19
7,Deadline-Greedy,20,242.0,503.3333333333333,87.08333333333334,210.52033510427023,60.0,31.54300100868568,1.2872340425531914,0.24793388429752067,P12->P20->P11->P13->P15->P3->P6->P4->P16->P14->P2->P7->P5->P10->P1->P18->P8->P17->P19->P9
7,TSP-2opt,20,168.0,380.0,193.33333333333331,182.4211447639572,20.0,46.01843800628558,0.8936170212765957,0.11904761904761904,P3->P15->P13->P7->P2->P16->P4->P10->P5->P12->P1->P18->P17->P8->P6->P20->P19->P11->P14->P9
7,DRF-RH-Full,20,220.0,466.66666666666663,84.58333333333334,169.57228607282872,40.0,82.02322397846729,1.1702127659574468,0.18181818181818182,P12->P3->P15->P13->P16->P11->P20->P6->P5->P10->P4->P18->P1->P17->P8->P7->P2->P14->P9->P19
7,DRF-RH-Light,20,235.0,491.6666666666667,97.08333333333334,178.33943585507487,40.0,61.72543199500069,1.25,0.1702127659574468,P12->P3->P15->P13->P4->P16->P11->P20->P6->P18->P1->P8->P5->P10->P7->P2->P14->P9->P19->P17
8,NNF,20,183.0,405.0,49.16666666666667,194.0367380351314,40.0,33.16431096754968,1.0517241379310345,0.2185792349726776,P6->P4->P15->P5->P19->P13->P20->P16->P2->P9->P14->P7->P10->P12->P1->P17->P18->P8->P3->P11
8,AStarOnly,20,174.0,390.00000000000006,49.16666666666667,201.82130492764543,40.0,33.01868197740987,1.0,0.22988505747126436,P6->P4->P15->P5->P19->P3->P13->P20->P9->P16->P2->P11->P8->P18->P17->P1->P10->P12->P7->P14
8,Proposed-Balanced,20,260.0,533.3333333333334,200.83333333333337,240.14178650549567,20.0,33.923232986126095,1.4942528735632183,0.07692307692307693,P18->P17->P8->P19->P11->P16->P9->P20->P13->P3->P4->P6->P15->P5->P10->P12->P7->P14->P1->P2
8,RH-Proposed-v2,20,254.0,523.3333333333334,67.5,203.3385134334324,40.0,715.9055029624142,1.4597701149425288,0.15748031496062992,P6->P4->P8->P18->P19->P11->P16->P20->P12->P10->P7->P17->P3->P13->P2->P9->P14->P1->P5->P15
8,Priority-Greedy,20,302.0,603.3333333333333,78.33333333333334,224.04205355476557,40.0,35.394027014262974,1.735632183908046,0.13245033112582782,P19->P11->P4->P18->P10->P12->P7->P17->P8->P6->P13->P16->P9->P20->P3->P5->P15->P2->P14->P1
8,Deadline-Greedy,20,302.0,603.3333333333333,78.33333333333334,231.52064550171193,40.0,35.270409018266946,1.735632183908046,0.13245033112582782,P19->P11->P4->P18->P8->P6->P10->P12->P7->P17->P13->P16->P9->P20->P3->P5->P15->P2->P14->P1
8,TSP-2opt,20,163.0,371.66666666666663,184.16666666666666,189.0286820610904,20.0,50.08353298762813,0.9367816091954023,0.12269938650306748,P6->P4->P15->P5->P8->P18->P17->P1->P12->P10->P7->P14->P9->P16->P2->P20->P13->P3->P19->P11
8,DRF-RH-Full,20,266.0,543.3333333333334,39.16666666666667,195.11026235602398,40.0,88.06332800304517,1.528735632183908,0.15037593984962405,P6->P4->P19->P11->P16->P20->P12->P10->P7->P17->P18->P8->P3->P13->P9->P14->P1->P2->P5->P15
8,DRF-RH-Light,20,258.0,530.0,39.16666666666667,197.02015098974954,40.0,61.74940802156925,1.4827586206896552,0.15503875968992248,P6->P4->P19->P11->P16->P20->P13->P3->P18->P17->P10->P12->P7->P8->P5->P15->P9->P2->P14->P1
9,NNF,20,166.0,376.66666666666663,205.27777777777774,166.57672904402793,20.0,32.497674983460456,1.0849673202614378,0.12048192771084337,P4->P10->P9->P15->P1->P12->P2->P13->P19->P14->P11->P3->P20->P8->P6->P5->P16->P17->P18->P7
9,AStarOnly,20,153.0,355.00000000000006,185.55555555555554,165.88956889160423,20.0,31.31081903120503,1.0,0.13071895424836602,P4->P15->P10->P9->P5->P6->P8->P20->P3->P11->P14->P19->P1->P12->P2->P13->P7->P18->P16->P17
9,Proposed-Balanced,20,219.0,465.0000000000001,268.0555555555556,215.57455164244496,20.0,32.35371399205178,1.4313725490196079,0.091324200913242,P15->P9->P5->P10->P4->P13->P2->P12->P1->P14->P17->P20->P3->P11->P7->P19->P16->P18->P8->P6
9,RH-Proposed-v2,20,209.0,448.33333333333337,179.7222222222222,180.15564138689285,40.0,671.3534360169433,1.3660130718954249,0.19138755980861244,P4->P15->P1->P12->P13->P2->P19->P14->P20->P3->P17->P6->P8->P5->P9->P10->P11->P7->P18->P16
9,Priority-Greedy,20,276.0,559.9999999999999,174.72222222222226,249.26333802206508,60.0,31.491087982431054,1.803921568627451,0.21739130434782608,P15->P4->P17->P20->P1->P12->P7->P13->P6->P5->P9->P10->P14->P19->P2->P11->P3->P18->P16->P8
9,Deadline-Greedy,20,284.0,573.3333333333334,193.61111111111117,226.6560614299294,40.0,31.82065300643444,1.8562091503267975,0.14084507042253522,P15->P1->P12->P13->P4->P9->P17->P20->P6->P5->P7->P14->P19->P2->P10->P11->P3->P16->P18->P8
9,TSP-2opt,20,156.0,360.00000000000006,195.83333333333337,159.30246229916136,20.0,36.86968900728971,1.0196078431372548,0.1282051282051282,P4->P10->P9->P15->P13->P2->P12->P1->P19->P14->P11->P3->P20->P8->P6->P5->P17->P16->P18->P7
9,DRF-RH-Full,20,206.0,443.3333333333333,154.16666666666666,173.1979614085903,40.0,82.98219804419205,1.34640522875817,0.1941747572815534,P4->P15->P1->P12->P2->P13->P14->P19->P7->P17->P20->P6->P5->P9->P10->P11->P3->P18->P16->P8
9,DRF-RH-Light,20,190.0,416.6666666666667,161.11111111111111,170.33885052502026,40.0,57.2373439790681,1.2418300653594772,0.21052631578947367,P4->P15->P1->P12->P13->P2->P14->P19->P7->P18->P17->P16->P20->P6->P5->P9->P10->P11->P3->P8
10,NNF,19,118.0,291.66666666666674,209.33333333333334,177.0679915055636,0.0,52.23836796358228,0.9752066115702479,0.0,P10->P9->P17->P13->P5->P18->P3->P12->P8->P7->P11->P14->P4->P2->P1->P20->P15->P19->P16
10,AStarOnly,19,121.0,296.66666666666674,220.00000000000006,178.4921620447438,0.0,52.460764010902494,1.0,0.0,P10->P9->P17->P5->P13->P3->P18->P12->P8->P7->P11->P4->P14->P16->P19->P15->P20->P1->P2
10,Proposed-Balanced,19,202.0,431.66666666666663,108.00000000000003,171.9305791915998,80.0,52.246576990000904,1.6694214876033058,0.39603960396039606,P10->P8->P11->P7->P2->P4->P16->P19->P20->P15->P14->P1->P12->P3->P18->P13->P9->P17->P5
10,RH-Proposed-v2,19,202.0,431.66666666666663,105.0,169.25875829769225,80.0,1024.745829985477,1.6694214876033058,0.39603960396039606,P8->P7->P11->P16->P19->P20->P1->P2->P4->P14->P3->P13->P5->P10->P9->P17->P15->P18->P12
10,Priority-Greedy,19,244.0,501.66666666666674,107.33333333333334,177.16445519238567,80.0,52.16022301465273,2.0165289256198347,0.32786885245901637,P7->P8->P11->P16->P19->P20->P2->P4->P13->P5->P10->P17->P9->P3->P14->P1->P15->P18->P12
10,Deadline-Greedy,19,219.0,460.0,112.33333333333334,182.42383468832827,60.0,64.81464800890535,1.8099173553719008,0.273972602739726,P7->P8->P11->P16->P20->P2->P19->P4->P14->P13->P5->P10->P9->P17->P3->P18->P12->P1->P15
10,TSP-2opt,19,118.0,291.66666666666674,209.33333333333334,177.0679915055636,0.0,54.03828201815486,0.9752066115702479,0.0,P10->P9->P17->P13->P5->P18->P3->P12->P8->P7->P11->P14->P4->P2->P1->P20->P15->P19->P16
10,DRF-RH-Full,19,202.0,431.66666666666663,105.0,169.25875829769225,80.0,101.67087300214916,1.6694214876033058,0.39603960396039606,P8->P7->P11->P16->P19->P20->P1->P2->P4->P14->P3->P13->P5->P10->P9->P17->P15->P18->P12
